leaderboard_version,ticker,interval,experiment_preset,run_label,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,max_weight_delta_per_step,reward_mode,rolling_reward_window,reward_epsilon,reward_pnl_scale,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_turnover_penalty_scale,reward_clip,reward_ignore_transaction_cost,bars_per_year,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_pnl_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_turnover_penalty_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_pnl_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_turnover_penalty_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,7,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.4774193548387097,0.5522388059701493,268,308,0.9935483870967742,0.5584415584415584,0.41143403460152195,0.40192926045016075,0.5347826086956522,230,273,0.8778135048231511,0.5201465201465202,0.014548295123052002,-0.029937330104149895,-0.15238758633197214,0.5259386774378466,92.72220873832703,-8.585718916544597e-07,-0.0002661572864128825,0.0010708019846805414,0.0012030890319150386,0.0,0.0,0.0,0.0,0.0,0.04260105138589863,-0.0002322466044267115,-0.07222869397670728,5.404914990232663e-05,0.0002133325005632618,0.0,0.0,0.0,0.0,0.0,0.07744931866589629,0.3620040011502761,1.397673104543306,2.171365263110309,-0.14816997193169468,-0.02434570043068307,0.052229940634316886,0.06804731496630373,-0.2601942232999629,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044644Z_exp_2_aapl_10seed_foundation_seed7.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.48974014680838696
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,1,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.4774193548387097,0.550185873605948,269,309,0.9967741935483871,0.5566343042071198,0.4037782332291231,0.4533762057877814,0.5340909090909091,264,309,0.9935691318327974,0.517799352750809,0.047509268620747225,-0.0328672136469319,-0.14669175140726098,0.5228388747109345,100.40898442268372,-7.795938970712341e-06,-0.0024167410809208256,0.0010642518190601409,0.0011855918390927672,0.0,0.0,0.0,0.0,0.0,0.04359199404358912,-0.00021483086256164258,-0.06681239825667085,9.453304923556282e-05,0.0003377781226145681,0.0,0.0,0.0,0.0,0.0,0.0894524932996914,0.3590741176074941,1.385322302772651,2.1585792191207633,-0.15083951099984894,-0.01864986550597192,0.08467906697924597,0.11347615539557986,-0.2995846840589229,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-043741Z_exp_2_aapl_10seed_foundation_seed1.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.4872779892119189
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,8,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.4774193548387097,0.550185873605948,269,309,0.9967741935483871,0.5566343042071198,0.4037782332291231,0.4533762057877814,0.5320754716981132,265,310,0.9967845659163987,0.5161290322580645,0.04338777503188873,-0.0328672136469319,-0.14648795293341366,0.5228388747109345,94.14439082145691,-7.795938970712341e-06,-0.0024167410809208256,0.0010642518190601409,0.0011855918390927672,0.0,0.0,0.0,0.0,0.0,0.04359199404358912,-0.00021420772273053192,-0.06661860176919543,9.535730328786187e-05,0.0003251267873395958,0.0,0.0,0.0,0.0,0.0,0.09000169532747142,0.3590741176074941,1.385322302772651,2.1585792191207633,-0.15083951099984894,-0.01844606703212459,0.08537238660943233,0.11431740710986597,-0.30044475864149056,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044819Z_exp_2_aapl_10seed_foundation_seed8.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.4871975971896638
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,6,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.4774193548387097,0.550185873605948,269,309,0.9967741935483871,0.5566343042071198,0.4037782332291231,0.4533762057877814,0.5381679389312977,262,307,0.9871382636655949,0.5211726384364821,0.08460112166122458,-0.0328672136469319,-0.04654491139871131,0.5228388747109345,94.41160678863525,-7.795938970712341e-06,-0.0024167410809208256,0.0010642518190601409,0.0011855918390927672,0.0,0.0,0.0,0.0,0.0,0.04359199404358912,9.138087588330154e-05,0.02841945239970678,0.0004162545793702322,0.0004485432203166771,0.0,0.0,0.0,0.0,0.0,0.07928927625098292,0.3590741176074941,1.385322302772651,2.1585792191207633,-0.15083951099984894,0.08149697450257776,0.3626920061512692,0.4974403966206821,-0.2873704422500398,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044512Z_exp_2_aapl_10seed_foundation_seed6.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.4974965247047932
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,5,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.4774193548387097,0.550185873605948,269,309,0.9967741935483871,0.5566343042071198,0.4037782332291231,0.4533762057877814,0.5303030303030303,264,308,0.9903536977491961,0.5162337662337663,0.03886684046868716,-0.0328672136469319,-0.16365564229786744,0.5228388747109345,91.8327169418335,-7.795938970712341e-06,-0.0024167410809208256,0.0010642518190601409,0.0011855918390927672,0.0,0.0,0.0,0.0,0.0,0.04359199404358912,-0.0002667001229392992,-0.08294373823412204,3.791978721698832e-05,0.00031112312481862804,0.0,0.0,0.0,0.0,0.0,0.09339675067552591,0.3590741176074941,1.385322302772651,2.1585792191207633,-0.15083951099984894,-0.03561375639657838,0.03403239286674934,0.04540139276873506,-0.30044475864149056,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044337Z_exp_2_aapl_10seed_foundation_seed5.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.48539220618346424
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,3,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.44516129032258067,0.5596707818930041,243,281,0.9064516129032258,0.5622775800711743,0.3509086021925223,0.40192926045016075,0.5151515151515151,231,270,0.8681672025723473,0.5,-0.04199776969193558,-0.11331463703730305,-0.2546591681751952,0.5187003854063588,89.8842282295227,-0.00019827904127636383,-0.061466502795672784,0.000858728065772337,0.0010458440328576261,0.0,0.0,0.0,0.0,0.0,0.047949468210740885,-0.0005449550120714673,-0.16948100875422634,-0.00029192079811837275,4.139860119360411e-05,0.0,0.0,0.0,0.0,0.0,0.10554805468471982,0.27862669421712294,1.188932396183169,1.6946336972884297,-0.15018226144837832,-0.12661728227390612,-0.27209146362547526,-0.35846914939410385,-0.28726030654678125,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044037Z_exp_2_aapl_10seed_foundation_seed3.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,0.4709215431192272
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,2,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.12903225806451613,0.0,0,0,0.0,0.0,0.0,0.15434083601286175,0.5,10,12,0.03858520900321544,0.4166666666666667,-0.012178917136151157,-0.391941331254426,-0.1666904928757793,0.0,85.84193205833435,-0.0008580102652598314,-0.26598318223054773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00027597956571855916,-0.0858296449384719,-0.00011970988654904514,-3.170856349014886e-05,0.0,0.0,0.0,0.0,0.0,0.05810646213417155,0.0,0.0,0.0,0.0,-0.03864860697449024,-0.5081452287173901,-0.19309233335686718,-0.07098357547809464,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-043907Z_exp_2_aapl_10seed_foundation_seed2.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,-0.061756011420115525
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,4,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.12903225806451613,0.0,0,0,0.0,0.0,0.0,0.14790996784565916,0.42857142857142855,7,9,0.028938906752411574,0.3333333333333333,0.004965695376924373,-0.391941331254426,-0.14294510873316446,0.0,88.67393946647644,-0.0008580102652598314,-0.26598318223054773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00020337502464934143,-0.06324963266594519,-4.261487195628829e-05,2.2334134544386767e-05,0.0,0.0,0.0,0.0,0.0,0.03759238058634828,0.0,0.0,0.0,0.0,-0.014903222831875396,-0.20102614274346509,-0.07333163801010464,-0.07098357547809464,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044206Z_exp_2_aapl_10seed_foundation_seed4.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,-0.05581004443442547
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,9,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.12903225806451613,0.0,0,0,0.0,0.0,0.0,0.14469453376205788,0.0,0,0,0.0,0.0,0.0,-0.391941331254426,-0.12804188590128907,0.0,95.95664119720459,-0.0008580102652598314,-0.26598318223054773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015780651972805432,-0.0490778276354249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-044955Z_exp_2_aapl_10seed_foundation_seed9.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,-0.0328911507226665
2,AAPL,1d,daily,exp_2_aapl_10seed_foundation,10,50000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.0,sparse,60,1e-06,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,252,0.12903225806451613,0.0,0,0,0.0,0.0,0.0,0.14469453376205788,0.0,0,0,0.0,0.0,0.0,-0.391941331254426,-0.12804188590128907,0.0,93.45857524871826,-0.0008580102652598314,-0.26598318223054773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00015780651972805432,-0.0490778276354249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\exp_2_aapl_10seed_foundation_snapshots\model_20260430-045128Z_exp_2_aapl_10seed_foundation_seed10.zip,0.017970230945443734,0.03609673485140834,10,2.0086962132537587,1,-0.0328911507226665
