step,value_estimate,in_cooldown,forced_action
80,-0.9106380939483643,False,False
160,-0.9106380939483643,False,False
240,-0.9106380939483643,False,False
320,-0.9106380939483643,False,False
400,-0.9106380939483643,False,False
480,-0.9106380939483643,False,False
560,-0.9106380939483643,False,False
640,-0.9106380939483643,False,False
720,-0.9106380939483643,False,False
800,-0.9106380939483643,False,False
880,-0.9106380939483643,False,False
960,-0.9106380939483643,False,False
1040,-0.9106380939483643,False,False
1120,-0.9106380939483643,False,False
1200,-0.9106380939483643,False,False
1280,-0.9106380939483643,False,False
1360,-0.9106380939483643,False,False
1440,-0.9106380939483643,False,False
1520,-0.9106380939483643,False,False
1600,-0.9106380939483643,False,False
1680,-0.9106380939483643,False,False
1760,-0.9106380939483643,False,False
1840,-0.9106482863426208,False,False
1920,-0.9106380939483643,False,False
2000,-0.917060375213623,False,False
2080,-0.9271920323371887,False,False
2160,-0.9300822019577026,False,False
2240,-0.9271875619888306,False,False
2320,-0.9271870851516724,False,False
2400,-0.9271870851516724,False,False
2480,-0.9271870851516724,False,False
2560,-0.9271871447563171,False,False
2640,-0.9271873235702515,False,False
2720,-0.9606744050979614,False,False
2800,-0.9990048408508301,False,False
2880,-0.9988002181053162,False,False
2960,-0.999005138874054,False,False
3040,-0.999005138874054,False,False
3120,-0.999005138874054,False,False
3200,-0.999005138874054,False,False
3280,-0.999005138874054,False,False
3360,-0.999005138874054,False,False
3440,-0.999005138874054,False,False
3520,-0.999005138874054,False,False
3600,-0.999005138874054,False,False
3680,-0.999005138874054,False,False
3760,-0.999005138874054,False,False
3840,-0.999005138874054,False,False
3920,-0.9990052580833435,False,False
4000,-1.0353472232818604,False,False
4080,-1.0353500843048096,False,False
4160,-1.0353500843048096,False,False
4240,-1.0353500843048096,False,False
4320,-0.9992231130599976,False,False
4400,-0.9998877644538879,False,False
4480,-1.0353503227233887,False,False
4560,-1.0371968746185303,False,False
4640,-1.0361063480377197,False,False
4720,-1.0377929210662842,False,False
4800,-0.9212045669555664,False,False
4880,-0.9106380939483643,False,False
4960,-0.9106380939483643,False,False
5040,-0.9106380939483643,False,False
5120,-0.9106380939483643,False,False
5200,-0.9106380939483643,False,False
5280,-0.3683484196662903,False,False
5360,-0.9106380939483643,False,False
5440,-0.9106380939483643,False,False
5520,-0.9106380939483643,False,False
5600,-0.952455997467041,False,False
5680,-0.9106380939483643,False,False
5760,-0.9106380939483643,False,False
5840,-0.9106380939483643,False,False
5920,-0.9106380939483643,False,False
6000,-0.9106380939483643,False,False
6080,-0.9106380939483643,False,False
6160,-0.952444314956665,False,False
6240,-0.09123671054840088,False,False
6320,-0.8493639230728149,False,False
6400,-0.8352214097976685,False,False
6480,-0.7180681228637695,False,False
6560,-0.9106380939483643,False,False
6640,-0.9106380939483643,False,False
6720,-0.9106380939483643,False,False
6800,-0.9106380939483643,False,False
6880,-0.9106380939483643,False,False
6960,-0.952444314956665,False,False
