step,action,entropy,logit_0,logit_1,action_prob,position
80,1,0.6931415796279907,-0.6898123025894165,-0.6964932084083557,0.498329758644104,
160,1,0.6931402683258057,-0.6894340515136719,-0.6968740224838257,0.49814003705978394,
240,1,0.6931398510932922,-0.6893226504325867,-0.6969863772392273,0.49808409810066223,
320,1,0.6931371688842773,-0.6886767745018005,-0.6976377367973328,0.49775975942611694,
400,1,0.6931381821632385,-0.6889145970344543,-0.6973977088928223,0.4978792071342468,
480,1,0.6931380033493042,-0.6888930797576904,-0.6974193453788757,0.49786844849586487,
560,1,0.6931365132331848,-0.6885383129119873,-0.6977773904800415,0.49769026041030884,
640,1,0.6931368112564087,-0.6885989904403687,-0.6977161169052124,0.49772071838378906,
720,1,0.6931365132331848,-0.6885329484939575,-0.6977828145027161,0.49768754839897156,
800,1,0.6931363344192505,-0.6884862780570984,-0.6978299617767334,0.49766412377357483,
880,1,0.69313645362854,-0.6885256171226501,-0.6977901458740234,0.49768391251564026,
960,1,0.6931363940238953,-0.6885052919387817,-0.6978108286857605,0.4976736009120941,
1040,1,0.6931363344192505,-0.6885101795196533,-0.6978057026863098,0.49767613410949707,
1120,1,0.6931365728378296,-0.6885461211204529,-0.6977695226669312,0.4976941645145416,
1200,1,0.6931363940238953,-0.6885142922401428,-0.6978015899658203,0.4976781904697418,
1280,1,0.69313645362854,-0.6885191202163696,-0.6977968215942383,0.4976806044578552,
1360,1,0.6931363344192505,-0.6885167360305786,-0.6977991461753845,0.49767938256263733,
1440,1,0.6931363940238953,-0.6885116100311279,-0.6978043913841248,0.497676819562912,
1520,1,0.6931363344192505,-0.6885143518447876,-0.6978014707565308,0.4976782500743866,
1600,1,0.6931363940238953,-0.6885125041007996,-0.6978034377098083,0.4976772964000702,
1680,1,0.69313645362854,-0.688511848449707,-0.6978042125701904,0.49767693877220154,
1760,1,0.6931363940238953,-0.6885119676589966,-0.6978039145469666,0.4976770579814911,
1840,1,0.6931363940238953,-0.6885123252868652,-0.6978036761283875,0.49767717719078064,
1920,1,0.6931363940238953,-0.6885124444961548,-0.6978034973144531,0.4976772665977478,
2000,1,0.6931363940238953,-0.688512921333313,-0.6978030204772949,0.4976775050163269,
2080,1,0.6931363940238953,-0.688513994216919,-0.697801947593689,0.4976780116558075,
2160,1,0.69313645362854,-0.6885195970535278,-0.6977963447570801,0.4976808428764343,
2240,1,0.6931363344192505,-0.6885167360305786,-0.6977991461753845,0.49767938256263733,
2320,1,0.6931363344192505,-0.6885131001472473,-0.6978027820587158,0.49767759442329407,
2400,1,0.6931363940238953,-0.6885125637054443,-0.6978034377098083,0.4976772964000702,
2480,1,0.6931363940238953,-0.688512921333313,-0.6978029608726501,0.4976775348186493,
2560,1,0.69313645362854,-0.6885129809379578,-0.6978029608726501,0.4976775348186493,
2640,1,0.6931363940238953,-0.688512921333313,-0.6978030204772949,0.4976775050163269,
2720,1,0.6931363344192505,-0.6885137557983398,-0.6978021860122681,0.49767789244651794,
2800,1,0.6931363940238953,-0.6885151863098145,-0.6978006362915039,0.4976786673069,
2880,1,0.6931363940238953,-0.6885141730308533,-0.6978017091751099,0.49767813086509705,
2960,1,0.69313645362854,-0.6885148882865906,-0.6978010535240173,0.4976784884929657,
3040,1,0.6931363344192505,-0.6885144710540771,-0.6978013515472412,0.49767830967903137,
3120,1,0.69313645362854,-0.6885148286819458,-0.6978011727333069,0.4976784288883209,
3200,1,0.6931363940238953,-0.6885147094726562,-0.6978012323379517,0.49767836928367615,
3280,1,0.6931363940238953,-0.6885141134262085,-0.6978017687797546,0.49767813086509705,
3360,1,0.6931363344192505,-0.6885156631469727,-0.6978001594543457,0.4976789057254791,
3440,1,0.6931363344192505,-0.6885130405426025,-0.6978027820587158,0.49767759442329407,
3520,1,0.6931363940238953,-0.6885138750076294,-0.6978020668029785,0.4976779520511627,
3600,1,0.6931363344192505,-0.6885130405426025,-0.6978028416633606,0.49767759442329407,
3680,1,0.6931363344192505,-0.6885153651237488,-0.6978005170822144,0.4976787269115448,
3760,1,0.6931363940238953,-0.6885149478912354,-0.6978009343147278,0.4976785182952881,
3840,1,0.6931363940238953,-0.6885157823562622,-0.6978000998497009,0.4976789355278015,
3920,1,0.6931363344192505,-0.6885160207748413,-0.697799801826477,0.49767908453941345,
4000,1,0.6931363940238953,-0.6885173320770264,-0.6977986097335815,0.4976796805858612,
4080,1,0.6931363344192505,-0.6885166168212891,-0.6977992057800293,0.49767938256263733,
