leaderboard_version,ticker,interval,experiment_preset,run_label,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,max_weight_delta_per_step,reward_mode,rolling_reward_window,reward_epsilon,reward_pnl_scale,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_turnover_penalty_scale,reward_clip,reward_ignore_transaction_cost,binary_actions,min_hold_bars,bars_per_year,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_pnl_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_turnover_penalty_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_pnl_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_turnover_penalty_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score
2,MU,1d,daily,mu-masked-ppo-v1,3,20000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,3.1974949836730957,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225720Z_mu-masked-ppo-v1_seed3.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
2,MU,1d,daily,mu-masked-ppo-v1,3,40000,0.0003,0.99,0.02,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,4.714555740356445,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225724Z_mu-masked-ppo-v1_seed3.zip,3.2880295447631216,2.1947576148284047,4,0.6674993594032687,0,0.6831492284094745
2,MU,1d,daily,mu-masked-ppo-v1,3,40000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,4.767060995101929,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225729Z_mu-masked-ppo-v1_seed3.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
2,MU,1d,daily,mu-masked-ppo-v1,13,20000,0.0003,0.99,0.02,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,3.1970901489257812,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225733Z_mu-masked-ppo-v1_seed13.zip,1.0766363499537266,2.153272699907453,4,2.0,1,0.6698242220035071
2,MU,1d,daily,mu-masked-ppo-v1,13,20000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,3.1723906993865967,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225736Z_mu-masked-ppo-v1_seed13.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
2,MU,1d,daily,mu-masked-ppo-v1,13,40000,0.0003,0.99,0.02,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,4.550946235656738,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225740Z_mu-masked-ppo-v1_seed13.zip,3.2880295447631216,2.1947576148284047,4,0.6674993594032687,0,0.6831492284094745
2,MU,1d,daily,mu-masked-ppo-v1,13,40000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,4.877928972244263,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225745Z_mu-masked-ppo-v1_seed13.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
2,MU,1d,daily,mu-masked-ppo-v1,42,20000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,3.05853009223938,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225808Z_mu-masked-ppo-v1_seed42.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
2,MU,1d,daily,mu-masked-ppo-v1,42,40000,0.0003,0.99,0.02,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5522388059701493,402,426,0.9953271028037384,0.5492957746478874,4.5390273794226745,0.23422135068032723,3.647006993663102,0.5924912853850371,4.520335912704468,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.0710627837156865,30.414871430313823,0.004528960596561208,0.004800440880612771,0.0,-9.896805989872426e-06,0.006682242990654206,0.0,-0.008518675275432135,0.08518675275432133,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,4.063280604964885,1.878448313700506,2.7594555032313353,-0.4041724338944934,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225812Z_mu-masked-ppo-v1_seed42.zip,3.2880295447631216,2.1947576148284047,4,0.6674993594032687,0,0.6830125356357195
2,MU,1d,daily,mu-masked-ppo-v1,42,40000,0.0003,0.99,0.05,0,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,sharpe,100,1e-06,0.0,1.0,0.35,0.1,0.1,0.02,0.05,1.0,0,1,1,252,0.45539906103286387,0.4961636828644501,391,426,1.0,0.4953051643192488,0.9790894732851874,0.5186915887850467,0.5495049504950495,404,428,1.0,0.5467289719626168,4.306545399814906,0.23422135068032723,3.070220386270039,0.5924912853850371,4.527036190032959,0.09170930161653106,39.06816248864223,0.0017989763931565497,0.001933946041670596,0.0,0.0,0.009061032863849766,0.0,-0.007112262579253095,0.07112262579253095,0.06753104585533495,28.90328762608336,0.004230798122052462,0.004701472820714048,0.0,0.0,0.007570093457943926,0.0,-0.010028249900536046,0.10028249900536047,0.8856953271362566,1.1409028030687531,1.951022366835657,-0.4264445450213671,3.486493997571822,1.7734022616075673,2.6050632588033387,-0.4397793720405706,0.6514739764559294,1.7103083836461093,2.683987304612146,-0.13557738905659378,0.4162736113017831,1.064666790392192,1.4230200742185939,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260519-225817Z_mu-masked-ppo-v1_seed42.zip,3.2299090498611798,2.153272699907453,4,0.6666666666666666,0,0.6831575553368404
