ticker,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score
riot,7,5000,0.0003,0.99,0.05,1,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.46774193548387094,0.47854785478547857,303,310,1.0,0.47096774193548385,0.0039331328960632295,0.4694533762057878,0.4899328859060403,298,311,1.0,0.4855305466237942,0.01701783108186894,-0.4198786220498619,-0.09005347569785993,0.3813508765525971,28.4848792552948,0.007305467649808433,2.264694971440614,0.0010311014033564485,0.00149036011203968,0.0,0.019483870967741932,-0.030634229006320846,0.30634229006320846,0.025604854296475025,7.963109686203733,0.0010844651003581206,0.0011013987860043653,0.0,0.018842443729903534,-0.021442617689213326,0.21442617689213328,-0.027937290795435943,0.3435799489915586,0.6051686036590255,-0.57952309763101,0.037988410203429135,0.3922351601870836,0.630182866362494,-0.4640346381632724,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-213506Z_diagnostic-1-baseline_seed7.zip,0.01701783108186894,0.0,1,0.0,0,0.371776277426783
