seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,use_stationary_features,val_actionable_support,val_trade_count,val_trade_rate,test_actionable_support,test_trade_count,test_trade_rate,robustness_score,execution_mode,spread_bps,slippage_bps
7,15000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1929179700287933,-0.0527709473609696,0.5941420770786711,42.739877462387085,0.1252142875693241,38.69121485892116,0.0007780018656829,0.0010534295883662,0.0,0.0033656957928802,-0.0016356273446886,0.0163562734468866,0.0213634403299173,6.644029942604305,0.0001226674166935,2.3076085590489232e-05,0.0,0.0019935691318327,-0.0019449271249536,0.0194492712495363,0.2639389091755733,1.8794576793526632,2.532023039443032,-0.0775135330448981,0.0299854870711882,0.2572983398679906,0.37520700201995,-0.1061529676867178,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085645Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5858518525030499,,,
7,15000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1929179700287933,-0.0527709473609696,0.5941420770786711,43.40609860420227,0.1252142875693241,38.69121485892116,0.0007780018656829,0.0010534295883662,0.0,0.0033656957928802,-0.0016356273446886,0.0163562734468866,0.0213634403299173,6.644029942604305,0.0001226674166935,2.3076085590489232e-05,0.0,0.0019935691318327,-0.0019449271249536,0.0194492712495363,0.2639389091755733,1.8794576793526632,2.532023039443032,-0.0775135330448981,0.0299854870711882,0.2572983398679906,0.37520700201995,-0.1061529676867178,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085602Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5858518525030499,,,
7,40000,0.0003,0.995,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,1.0,1,0.4919093851132686,0.5735849056603773,0.5551948051948052,0.6872336321484815,0.4437299035369775,0.5131086142322098,0.5080906148867314,-0.0507533728566335,-0.2947580169794876,-0.1007231308718366,0.5907976208183265,116.7122962474823,0.1225656623395318,37.87278966291533,0.0004923700736198,0.000672679433356,-7.723284111049435e-06,0.0020064724919093,-0.0012896200382644,0.0085974669217629,0.0187310521988493,5.825357233842156,-4.447009231926326e-05,-4.461437031434576e-05,-3.4249024999351954e-06,0.0003215434083601,-0.0035486830546676,0.0236578870311175,0.1620988622248789,2.0243030015608507,2.776376917256756,-0.0425074403835901,-0.0179666964396787,-0.1252535407767139,-0.186038805183297,-0.0916927111416315,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-092313Z_hybrid-stage-b_seed7.zip,-0.0507533728566335,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453076,267.0,309.0,0.9935691318327974,0.5777014931597344,,,
7,15000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.03613012922604564,-0.12704829744397317,0.5941420770786711,42.706533432006836,0.12177043696283832,37.62706502151704,0.0011823906735493165,0.0014976185276308724,0.0,0.0044012944983818775,-0.002204316801545332,0.022043168015453318,0.022033648234338035,6.852464600879129,-8.185813795017329e-05,2.6779170118877182e-05,0.0,0.00019292604501607716,-0.004931450397639846,0.049314503976398444,0.42072674997832094,1.92197638663445,2.68433883355996,-0.1071219784067261,-0.04429186301181531,-0.10977881540461869,-0.15704756345433837,-0.1962187605718193,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-103059Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5784241174947495,same_bar,0.0,0.0
7,15000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.03613012922604564,-0.12704829744397317,0.5941420770786711,42.25527787208557,0.12177043696283832,37.62706502151704,0.0011823906735493165,0.0014976185276308724,0.0,0.0044012944983818775,-0.002204316801545332,0.022043168015453318,0.022033648234338035,6.852464600879129,-8.185813795017329e-05,2.6779170118877182e-05,0.0,0.00019292604501607716,-0.004931450397639846,0.049314503976398444,0.42072674997832094,1.92197638663445,2.68433883355996,-0.1071219784067261,-0.04429186301181531,-0.10977881540461869,-0.15704756345433837,-0.1962187605718193,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-103016Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5784241174947495,same_bar,0.0,0.0
7,15000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0361301292260456,-0.1270482974439731,0.5941420770786711,43.84239602088928,0.1217704369628383,37.62706502151704,0.0011823906735493,0.0014976185276308,0.0,0.0044012944983818,-0.0022043168015453,0.0220431680154533,0.022033648234338,6.852464600879129,-8.185813795017329e-05,2.6779170118877185e-05,0.0,0.000192926045016,-0.0049314503976398,0.0493145039763984,0.4207267499783209,1.92197638663445,2.68433883355996,-0.1071219784067261,-0.0442918630118153,-0.1097788154046186,-0.1570475634543383,-0.1962187605718193,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085436Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5784241174947495,,,
7,15000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0361301292260456,-0.1270482974439731,0.5941420770786711,43.37520980834961,0.1217704369628383,37.62706502151704,0.0011823906735493,0.0014976185276308,0.0,0.0044012944983818,-0.0022043168015453,0.0220431680154533,0.022033648234338,6.852464600879129,-8.185813795017329e-05,2.6779170118877185e-05,0.0,0.000192926045016,-0.0049314503976398,0.0493145039763984,0.4207267499783209,1.92197638663445,2.68433883355996,-0.1071219784067261,-0.0442918630118153,-0.1097788154046186,-0.1570475634543383,-0.1962187605718193,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085519Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5784241174947495,,,
7,15000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.13823367609607962,-0.11215338679524278,0.5941420770786711,42.39276456832886,0.11885779582673835,36.72705891046215,0.0009219530524736811,0.0011872558889244938,0.0,0.0006472491909385113,-0.0015754530654127651,0.01575453065412765,0.025206986621889246,7.839372839407556,-5.234862982706959e-05,4.217332209176781e-05,0.0,0.001157556270096463,-0.0037250966690075076,0.03725096669007507,0.31862320310828696,1.9422453439259555,2.76684002109945,-0.07530344323767835,-0.029396952363084927,-0.08278285084099796,-0.11550454572465413,-0.18041140640543707,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102727Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5799136085596226,same_bar,0.0,0.0
7,15000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.13823367609607962,-0.11215338679524278,0.5941420770786711,42.45322561264038,0.11885779582673835,36.72705891046215,0.0009219530524736811,0.0011872558889244938,0.0,0.0006472491909385113,-0.0015754530654127651,0.01575453065412765,0.025206986621889246,7.839372839407556,-5.234862982706959e-05,4.217332209176781e-05,0.0,0.001157556270096463,-0.0037250966690075076,0.03725096669007507,0.31862320310828696,1.9422453439259555,2.76684002109945,-0.07530344323767835,-0.029396952363084927,-0.08278285084099796,-0.11550454572465413,-0.18041140640543707,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102809Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5799136085596226,same_bar,0.0,0.0
7,15000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1382336760960796,-0.1121533867952427,0.5941420770786711,42.64236259460449,0.1188577958267383,36.72705891046215,0.0009219530524736,0.0011872558889244,0.0,0.0006472491909385,-0.0015754530654127,0.0157545306541276,0.0252069866218892,7.839372839407556,-5.234862982706959e-05,4.217332209176781e-05,0.0,0.0011575562700964,-0.0037250966690075,0.037250966690075,0.3186232031082869,1.9422453439259555,2.76684002109945,-0.0753034432376783,-0.0293969523630849,-0.0827828508409979,-0.1155045457246541,-0.180411406405437,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085143Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5799136085596226,,,
7,15000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1382336760960796,-0.1121533867952427,0.5941420770786711,42.70567584037781,0.1188577958267383,36.72705891046215,0.0009219530524736,0.0011872558889244,0.0,0.0006472491909385,-0.0015754530654127,0.0157545306541276,0.0252069866218892,7.839372839407556,-5.234862982706959e-05,4.217332209176781e-05,0.0,0.0011575562700964,-0.0037250966690075,0.037250966690075,0.3186232031082869,1.9422453439259555,2.76684002109945,-0.0753034432376783,-0.0293969523630849,-0.0827828508409979,-0.1155045457246541,-0.180411406405437,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085225Z_hybrid-stage-a_seed7.zip,-0.0453502670532062,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5799136085596226,,,
13,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1826415985126277,-0.0968830529518938,0.5941420770786711,74.82221937179565,0.1183735865127325,36.577438232434346,0.0008064705660187,0.0010957128805361,0.0,0.0004530744336569,-0.0019188962536732,0.0191889625367328,0.0438466221891835,13.63629950083607,-1.607377390536653e-05,0.000151994068808,0.0,0.0010289389067524,-0.0029399981355261,0.0293999813552616,0.2742152806917388,1.8787158571312312,2.4295843777129216,-0.0854576595948696,-0.0141266185197359,-0.0300564239685381,-0.0457422903046373,-0.1424988443845062,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-094708Z_hybrid-stage-c_seed13.zip,-0.0123999960207545,0.0836627795975015,7,6.747000519796193,1,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5314406419439575,,,
7,10000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.050475975023569264,-0.11126961627263499,0.5941420770786711,35.76848840713501,0.118298617547048,36.55427282203783,0.0011446967817210086,0.0013801178359875124,0.0,0.00038834951456310677,-0.0020994518736176812,0.02099451873617681,0.021969059265029626,6.832377431424214,-3.379779910782254e-05,-1.3766280911155177e-05,0.0,0.00135048231511254,-0.004562761010351192,0.04562761010351192,0.4063809041807973,1.9621737596883901,2.65323539549495,-0.10832236175921606,-0.02851318184047713,-0.04509379443373983,-0.06711737242058465,-0.1812769062135715,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102457Z_hybrid-stage-a_seed7.zip,-0.02267513352660311,0.032067481361942984,2,1.4142135623730951,1,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5658598499881525,same_bar,0.0,0.0
7,10000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.050475975023569264,-0.11126961627263499,0.5941420770786711,35.48225498199463,0.118298617547048,36.55427282203783,0.0011446967817210086,0.0013801178359875124,0.0,0.00038834951456310677,-0.0020994518736176812,0.02099451873617681,0.021969059265029626,6.832377431424214,-3.379779910782254e-05,-1.3766280911155177e-05,0.0,0.00135048231511254,-0.004562761010351192,0.04562761010351192,0.4063809041807973,1.9621737596883901,2.65323539549495,-0.10832236175921606,-0.02851318184047713,-0.04509379443373983,-0.06711737242058465,-0.1812769062135715,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102532Z_hybrid-stage-a_seed7.zip,-0.02267513352660311,0.032067481361942984,2,1.4142135623730951,1,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5658598499881525,same_bar,0.0,0.0
7,10000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0504759750235692,-0.1112696162726349,0.5941420770786711,36.521642208099365,0.118298617547048,36.55427282203783,0.001144696781721,0.0013801178359875,0.0,0.0003883495145631,-0.0020994518736176,0.0209945187361768,0.0219690592650296,6.832377431424214,-3.379779910782254e-05,-1.3766280911155175e-05,0.0,0.0013504823151125,-0.0045627610103511,0.0456276101035119,0.4063809041807973,1.96217375968839,2.65323539549495,-0.108322361759216,-0.0285131818404771,-0.0450937944337398,-0.0671173724205846,-0.1812769062135715,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-084947Z_hybrid-stage-a_seed7.zip,-0.0226751335266031,0.0320674813619429,2,1.4142135623730951,1,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5658598499881525,,,
7,10000,0.0001,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0504759750235692,-0.1112696162726349,0.5941420770786711,36.01700472831726,0.118298617547048,36.55427282203783,0.001144696781721,0.0013801178359875,0.0,0.0003883495145631,-0.0020994518736176,0.0209945187361768,0.0219690592650296,6.832377431424214,-3.379779910782254e-05,-1.3766280911155175e-05,0.0,0.0013504823151125,-0.0045627610103511,0.0456276101035119,0.4063809041807973,1.96217375968839,2.65323539549495,-0.108322361759216,-0.0285131818404771,-0.0450937944337398,-0.0671173724205846,-0.1812769062135715,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-084911Z_hybrid-stage-a_seed7.zip,-0.0226751335266031,0.0320674813619429,2,1.4142135623730951,1,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5658598499881525,,,
7,10000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.04967185943550412,-0.12172678547529903,0.5941420770786711,36.334479331970215,0.11752380154775388,36.31485467825595,0.0011461704192684628,0.0013638915276185423,0.0,0.00019417475728155338,-0.0020707193676729623,0.020707193676729626,0.025065553185487786,7.795387040686701,-7.121501321520203e-05,-0.00011717787763156159,0.0,0.0057234726688102896,-0.004804913425068715,0.04804913425068715,0.40718501976886246,1.9868294458290174,2.706125318638918,-0.10823116650160014,-0.03897035104314117,-0.10063976103946053,-0.1493267100174106,-0.19213376665813164,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102644Z_hybrid-stage-a_seed7.zip,-0.03616198530285958,0.012994192666245416,2,0.35933294473237554,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5753629392442933,same_bar,0.0,0.0
7,10000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.04967185943550412,-0.12172678547529903,0.5941420770786711,35.72806906700134,0.11752380154775388,36.31485467825595,0.0011461704192684628,0.0013638915276185423,0.0,0.00019417475728155338,-0.0020707193676729623,0.020707193676729626,0.025065553185487786,7.795387040686701,-7.121501321520203e-05,-0.00011717787763156159,0.0,0.0057234726688102896,-0.004804913425068715,0.04804913425068715,0.40718501976886246,1.9868294458290174,2.706125318638918,-0.10823116650160014,-0.03897035104314117,-0.10063976103946053,-0.1493267100174106,-0.19213376665813164,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102608Z_hybrid-stage-a_seed7.zip,-0.03616198530285958,0.012994192666245416,2,0.35933294473237554,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5753629392442933,same_bar,0.0,0.0
7,10000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0496718594355041,-0.121726785475299,0.5941420770786711,36.38072991371155,0.1175238015477538,36.31485467825595,0.0011461704192684,0.0013638915276185,0.0,0.0001941747572815,-0.0020707193676729,0.0207071936767296,0.0250655531854877,7.795387040686701,-7.121501321520203e-05,-0.0001171778776315,0.0,0.0057234726688102,-0.0048049134250687,0.0480491342506871,0.4071850197688624,1.9868294458290168,2.706125318638918,-0.1082311665016001,-0.0389703510431411,-0.1006397610394605,-0.1493267100174106,-0.1921337666581316,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085024Z_hybrid-stage-a_seed7.zip,-0.0361619853028595,0.0129941926662454,2,0.3593329447323755,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5753629392442933,,,
7,10000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0496718594355041,-0.121726785475299,0.5941420770786711,36.19140553474426,0.1175238015477538,36.31485467825595,0.0011461704192684,0.0013638915276185,0.0,0.0001941747572815,-0.0020707193676729,0.0207071936767296,0.0250655531854877,7.795387040686701,-7.121501321520203e-05,-0.0001171778776315,0.0,0.0057234726688102,-0.0048049134250687,0.0480491342506871,0.4071850197688624,1.9868294458290168,2.706125318638918,-0.1082311665016001,-0.0389703510431411,-0.1006397610394605,-0.1493267100174106,-0.1921337666581316,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085100Z_hybrid-stage-a_seed7.zip,-0.0361619853028595,0.0129941926662454,2,0.3593329447323755,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5753629392442933,,,
7,10000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,0.09064691513017165,-0.10950620828662017,0.5941420770786711,35.585120677948,0.11488231822843355,35.49863633258597,0.0014788948754394342,0.0016798678170646757,0.0,0.0002588996763754045,-0.002600169113497859,0.026001691134978595,0.024360411750674285,7.576088054459703,1.7287331095066676e-05,-0.00015849049248469277,0.0,0.015176848874598073,-0.00556309105625122,0.055630910562512195,0.5475037943345382,2.017179661477211,2.7740095158311617,-0.13408529865236363,-0.02674977385446231,0.022022353201186957,0.03342284318615645,-0.2503063402965797,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102421Z_hybrid-stage-a_seed7.zip,-0.03741802554908341,0.01121788351514923,2,0.2997989164456066,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5771803372460288,same_bar,0.0,0.0
