seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,use_stationary_features,val_actionable_support,val_trade_count,val_trade_rate,test_actionable_support,test_trade_count,test_trade_rate,robustness_score,execution_mode,spread_bps,slippage_bps
7,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4822006472491909,0.5708812260536399,0.5526315789473685,0.6309003969729516,0.3954983922829582,0.5066079295154186,0.4961832061068702,-0.0457172376587321,-0.3313080303334854,-0.170122889109312,0.5774101661056208,115.70776748657228,0.134112917922534,41.44089163806302,0.0003943123280721,0.0008919074155675,-1.1875362761204994e-05,0.0095145631067961,-0.0021922095215139,0.0219220952151398,0.0587685297948218,18.27701276618958,-0.0002791597532253,0.0001782553766472,-0.000197029112026,0.0072025723472668,-0.0054245686886683,0.0542456868866833,0.1255488488708811,1.2089363184864554,1.663281570598416,-0.0715060453734521,-0.0873664546771542,-0.7544891002739162,-1.0146699417802107,-0.1285416570669756,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-091131Z_hybrid-stage-b_seed7.zip,-0.0457172376587321,0.0,1,0.0,0,1.0,261.0,304.0,0.9838187702265372,227.0,262.0,0.842443729903537,0.5571842123677785,,,
42,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4469453376205787,0.5149253731343284,0.5064516129032258,-0.0469534307345339,-0.2049600638836408,-0.1284689474664986,0.5941420770786711,74.34809851646423,0.1296692742654137,40.06780574801284,0.0007491910806327,0.0011706573490221,0.0,0.0054368932038834,-0.00171189235247,0.0171189235247008,0.0368321895569605,11.454810952214736,-0.0001237661793932,2.209676521221316e-05,-2.1276986960557813e-06,0.0136334405144694,-0.004326109327785,0.0432610932778503,0.2518968153207257,1.7041920822043843,2.3214850514591587,-0.0791675002484909,-0.0457125130343407,-0.2536071213319222,-0.3709674656042808,-0.1606456587466326,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-094939Z_hybrid-stage-c_seed42.zip,-0.0123999960207545,0.0836627795975015,7,6.747000519796193,1,1.0,266.0,309.0,1.0,268.0,310.0,0.9967845659163987,0.5282820524924969,,,
7,15000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.5773584905660377,0.5584415584415584,0.7202955170869867,0.44694533762057875,0.5168539325842697,0.5080906148867314,-0.018674194353873852,-0.23509702762769136,-0.08952874948866307,0.6002708162328837,42.73064160346985,0.12811828190924504,39.588549109956716,0.0006589063913354385,0.000817961415689467,-1.7636392022250316e-05,0.0012297734627831716,-0.0007097459813853687,0.007097459813853686,0.011069305108215927,3.442553888655153,-8.303182620101394e-06,-0.0001297162488060522,-1.36756547341708e-05,0.0003215434083601286,-0.0023710996508649424,0.023710996508649426,0.22175985157667522,2.1453758956256372,3.005517376740728,-0.047120024194983845,-0.006772315056505218,-0.020783400146118253,-0.030873301809862266,-0.09169271114163158,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102852Z_hybrid-stage-a_seed7.zip,-0.018674194353873852,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453075,267.0,309.0,0.9935691318327974,0.588292713384929,same_bar,0.0,0.0
7,15000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.5773584905660377,0.5584415584415584,0.7202955170869867,0.44694533762057875,0.5168539325842697,0.5080906148867314,-0.018674194353873852,-0.23509702762769136,-0.08952874948866307,0.6002708162328837,42.197319984436035,0.12811828190924504,39.588549109956716,0.0006589063913354385,0.000817961415689467,-1.7636392022250316e-05,0.0012297734627831716,-0.0007097459813853687,0.007097459813853686,0.011069305108215927,3.442553888655153,-8.303182620101394e-06,-0.0001297162488060522,-1.36756547341708e-05,0.0003215434083601286,-0.0023710996508649424,0.023710996508649426,0.22175985157667522,2.1453758956256372,3.005517376740728,-0.047120024194983845,-0.006772315056505218,-0.020783400146118253,-0.030873301809862266,-0.09169271114163158,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-102934Z_hybrid-stage-a_seed7.zip,-0.018674194353873852,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453075,267.0,309.0,0.9935691318327974,0.588292713384929,same_bar,0.0,0.0
7,15000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.5773584905660377,0.5584415584415584,0.7202955170869867,0.4469453376205787,0.5168539325842697,0.5080906148867314,-0.0186741943538738,-0.2350970276276913,-0.089528749488663,0.6002708162328837,43.047072410583496,0.128118281909245,39.58854910995672,0.0006589063913354,0.0008179614156894,-1.7636392022250316e-05,0.0012297734627831,-0.0007097459813853,0.0070974598138536,0.0110693051082159,3.442553888655153,-8.303182620101394e-06,-0.000129716248806,-1.36756547341708e-05,0.0003215434083601,-0.0023710996508649,0.0237109965086494,0.2217598515766752,2.145375895625637,3.005517376740728,-0.0471200241949838,-0.0067723150565052,-0.0207834001461182,-0.0308733018098622,-0.0916927111416315,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085308Z_hybrid-stage-a_seed7.zip,-0.0186741943538738,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453076,267.0,309.0,0.9935691318327974,0.588292713384929,,,
7,15000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.5773584905660377,0.5584415584415584,0.7202955170869867,0.4469453376205787,0.5168539325842697,0.5080906148867314,-0.0186741943538738,-0.2350970276276913,-0.089528749488663,0.6002708162328837,43.3405179977417,0.128118281909245,39.58854910995672,0.0006589063913354,0.0008179614156894,-1.7636392022250316e-05,0.0012297734627831,-0.0007097459813853,0.0070974598138536,0.0110693051082159,3.442553888655153,-8.303182620101394e-06,-0.000129716248806,-1.36756547341708e-05,0.0003215434083601,-0.0023710996508649,0.0237109965086494,0.2217598515766752,2.145375895625637,3.005517376740728,-0.0471200241949838,-0.0067723150565052,-0.0207834001461182,-0.0308733018098622,-0.0916927111416315,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085352Z_hybrid-stage-a_seed7.zip,-0.0186741943538738,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453076,267.0,309.0,0.9935691318327974,0.588292713384929,,,
7,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,1.0,1,0.4919093851132686,0.5735849056603773,0.5551948051948052,0.6777471606157279,0.4437299035369775,0.5150375939849624,0.5097402597402597,-0.0523854265416986,-0.3093471686184794,-0.1098995406134097,0.5889003265117758,118.06781768798828,0.1269277187381229,39.22066509007998,0.0004532933582825,0.0007917641578899,-3.421656041328525e-06,0.0020064724919093,-0.0015640785601029,0.0104271904006866,0.0397989207118146,12.377464341374344,-7.522702327202468e-05,0.0001642886051648,-1.321700644624642e-05,0.0007073954983922,-0.0037360112272971,0.0249067415153143,0.1475097105858871,1.6212290345138327,1.958887129932656,-0.0491584421262991,-0.0271431061812519,-0.2081627131444412,-0.3085127381323034,-0.0921644628828147,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-090737Z_hybrid-stage-b_seed7.zip,-0.0523854265416986,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453076,266.0,308.0,0.990353697749196,0.5749830068666641,,,
7,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.04,1.0,1,0.4983818770226537,0.5817490494296578,0.5606557377049181,0.7187773555853509,0.4405144694533762,0.5173745173745173,0.5083612040133779,0.0361789407695876,-0.3151301883878428,-0.0813561724369542,0.6028267171433745,117.2585837841034,0.1256748456921525,38.83352731887513,0.0004348906551416,0.0006913479751012,-1.513819984406303e-05,0.0018122977346278,-0.0008508510362963,0.0085085103629636,0.0456492084341417,14.196903823018069,1.7212008325000137e-05,7.149142612858658e-05,-6.114853279322881e-05,0.0032154340836012,-0.0018980199648288,0.0189801996482883,0.1417266908165237,1.815618464165104,2.327837679295714,-0.0404782975620372,0.0014002619952036,0.0553253490016715,0.0827406893982111,-0.0785180037031597,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-090539Z_hybrid-stage-b_seed7.zip,0.0361789407695876,0.0,1,0.0,0,1.0,263.0,305.0,0.9870550161812298,259.0,299.0,0.9614147909967846,0.5914723732969221,,,
7,15000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.1929179700287933,-0.052770947360969656,0.5941420770786711,43.521480083465576,0.12521428756932412,38.69121485892116,0.0007780018656829189,0.001053429588366287,0.0,0.003365695792880259,-0.001635627344688662,0.016356273446886612,0.02136344032991738,6.644029942604305,0.0001226674166935798,2.3076085590489232e-05,0.0,0.0019935691318327974,-0.001944927124953633,0.019449271249536333,0.2639389091755733,1.8794576793526632,2.5320230394430316,-0.07751353304489816,0.0299854870711882,0.2572983398679906,0.37520700201995,-0.10615296768671789,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-103143Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5858518525030499,same_bar,0.0,0.0
7,15000,0.0001,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.1929179700287933,-0.052770947360969656,0.5941420770786711,43.232635259628296,0.12521428756932412,38.69121485892116,0.0007780018656829189,0.001053429588366287,0.0,0.003365695792880259,-0.001635627344688662,0.016356273446886612,0.02136344032991738,6.644029942604305,0.0001226674166935798,2.3076085590489232e-05,0.0,0.0019935691318327974,-0.001944927124953633,0.019449271249536333,0.2639389091755733,1.8794576793526632,2.5320230394430316,-0.07751353304489816,0.0299854870711882,0.2572983398679906,0.37520700201995,-0.10615296768671789,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-103226Z_hybrid-stage-a_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5858518525030499,same_bar,0.0,0.0
