seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown
1,100000,0.0001,0.995,0.01,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.343042071197411,0.6126760563380281,0.592814371257485,0.5907327196112535,0.2806451612903226,0.5267175572519084,0.4935897435897436,0.18426012059054897,-0.3450134819194488,-0.22199837463119432,0.6023288834685103,0.019383232264666622,5.989418769781986,0.0014229946230890679,0.00011624193995697193,-0.00047933667782504514,0.02,-0.0016766676205543754,0.01676667620554375,0.015119958729012641,4.687187205993919,0.00048824801363036647,-0.00018086128333380156,-0.0006271981282047662,0.02,-0.004560229873079157,0.04560229873079157,0.12711987620685417,0.7272394687341032,1.0604253498832092,-0.11071929955624127,-0.12396182244944087,-0.46190993963679805,-0.7424466900750001,-0.23642714504554874,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0001,0.99,0.01,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.3268608414239482,0.6060606060606061,0.5870967741935483,0.47350379057650605,0.36451612903225805,0.5303030303030303,0.5107296137339056,0.17319730494765828,-0.4177927537460129,-0.09980268466395514,0.5738600934036687,0.019244028776026732,5.94640489179226,0.0012669661674744345,0.00018514783110733877,-0.0005254432453940579,0.02,-0.0016826419771609872,0.016826419771609872,0.005427441716325096,1.68250693206078,0.00048127611418402247,-0.0002455296737612559,-0.00039794601901545305,0.01,-0.004410358705082217,0.04410358705082217,0.05434060438029009,0.38029976823975054,0.5548620154126991,-0.09797359086372004,-0.0017661324822016988,0.09242380694489702,0.14053975301416852,-0.21286097460203746,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0003,0.99,0.01,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.3300970873786408,0.5899280575539568,0.5705521472392638,0.50729298681507,0.36451612903225805,0.5276381909547738,0.5085470085470085,0.1934310364084244,-0.3983354703446882,-0.09081470224381705,0.5675882703117716,0.0190683388293425,5.892116698266833,0.0012950398633046936,0.00014873010058089484,-0.0004993279812484367,0.02,-0.0018761031532946513,0.018761031532946518,0.005633197526328718,1.7462912331619025,0.0005256982119782155,-0.00025391755406501234,-0.00039135983626561874,0.010129032258064517,-0.004376255553383384,0.04376255553383383,0.07379788778161478,0.47154402273796225,0.7290196147496493,-0.12579858375135833,0.007221849937936398,0.12742105743116575,0.19463108001199675,-0.20872197707732865,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0001,0.995,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.3268608414239482,0.5970149253731343,0.5796178343949044,0.4337855301339706,0.2806451612903226,0.5307692307692308,0.4967741935483871,0.20359530693416916,-0.44225876500804406,-0.2060247820959472,0.5591499190318325,0.018988209634812202,5.86735677715697,0.0011644909200580432,0.00019457295666734658,-0.0005195973672577302,0.02,-0.0018512568746554602,0.018512568746554603,0.015601384839894676,4.8364293003673495,0.0005351541800523136,-0.00018037420556567377,-0.0006273372932813742,0.02,-0.004126057841310588,0.041260578413105875,0.029874593118258908,0.24261104399666422,0.3574750246575572,-0.11277948656418979,-0.10798822991419377,-0.38888620911005384,-0.6273097454059549,-0.222311093933366,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0003,0.995,0.01,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.3365695792880259,0.5714285714285714,0.5555555555555556,0.3683193259776387,0.2870967741935484,0.5298507462686567,0.4968553459119497,0.18966935288998,-0.5228718329974771,-0.21508058497620663,0.52604481757648,0.018678013162731717,5.7715060672841005,0.0008788672956646555,0.00014498122103705446,-0.0004964719071080126,0.02,-0.0018493634468619816,0.018493634468619815,0.015196171582874408,4.710813190691066,0.0005060474851451411,-0.00021968495573358938,-0.0006053798467921653,0.02,-0.004484811099744978,0.04484811099744977,-0.05073847487117411,-0.21197799965450662,-0.3059433183621569,-0.12347699304204407,-0.11704403279445319,-0.4300821877967483,-0.6794491166978188,-0.2323616215589539,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0003,0.99,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.3106796116504854,0.5833333333333334,0.5477707006369427,0.39267249121661085,0.36451612903225805,0.5303030303030303,0.5107296137339056,0.17319730494765828,-0.45194417296561284,-0.09980268466395514,0.5345323751010717,0.018312622167621292,5.658600249794979,0.0011070446426271168,0.00024860820515389684,-0.0005360159455764326,0.019676375404530745,-0.0021833901391140353,0.021833901391140352,0.005427441716325096,1.68250693206078,0.00048127611418402247,-0.0002455296737612559,-0.00039794601901545305,0.01,-0.004410358705082217,0.04410358705082217,0.020189185160690126,0.1857529130391826,0.27521291850796553,-0.1215807949028952,-0.0017661324822016988,0.09242380694489702,0.14053975301416852,-0.21286097460203746,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,50000,0.0003,0.99,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.36893203883495146,0.588957055214724,0.582010582010582,0.49864806174661225,0.38387096774193546,0.5111111111111111,0.4810606060606061,0.23243013268701485,-0.4413372803921016,-0.33344480889274086,0.568811314559859,0.01811667883179565,5.598053759024856,0.0012479942331900039,0.00015791185781256499,-0.0004036200445100144,0.02,-0.0028856072146969066,0.02885607214696907,0.013120859809497417,4.067466540944199,0.000687248342928571,-0.0005497637380064962,-0.0002442378627183293,0.02,-0.006772386932706329,0.06772386932706327,0.030796077734201344,0.23436489986876402,0.3330159405606393,-0.1641823331419714,-0.23540825671098742,-0.8806972396692369,-1.4181522836217142,-0.38956424648171517,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0003,0.995,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.34951456310679613,0.5866666666666667,0.5689655172413793,0.37032761152205707,0.3709677419354839,0.5323383084577115,0.5127118644067796,0.1655131316094034,-0.49185607217863714,-0.10218740170978002,0.5380885108101585,0.017972036023064995,5.553359131127084,0.0010699524897465414,0.00020685738846147264,-0.000451913242625137,0.019223300970873786,-0.002076161583391669,0.020761615833916686,0.00510888114954799,1.583753156359877,0.00045183599025514317,-0.0002812436925788299,-0.0003874636834857874,0.009741935483870968,-0.004416182948513504,0.04416182948513504,-0.019722714052334167,-0.036237095085042505,-0.05064083568023934,-0.15964469382737323,-0.004150849528026579,0.08452498683413223,0.12696196299254234,-0.21286097460203746,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,50000,0.0003,0.995,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.459546925566343,0.5595238095238095,0.5525423728813559,0.5649347264590094,0.44516129032258067,0.5168539325842697,0.5096774193548387,-0.014027496421334273,-0.537599812662077,-0.12420683996341264,0.5585115619181134,0.015636865696398272,4.831791500187066,0.0013183867635294902,-0.00012059660775013628,-5.210070146546937e-05,0.016504854368932037,-0.002013678126847654,0.02013678126847654,-0.006198311308438425,-1.9214765056159115,0.00011476758859790575,0.00011351574219634903,0.0,0.0003225806451612903,-0.00674917528439397,0.0674917528439397,-0.06546645453577404,-0.1984128911027537,-0.28583671785122006,-0.23229168515631848,-0.026170287781659196,-0.024490827228162784,-0.03651851862115153,-0.20202739395717428,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
1,100000,0.0001,0.99,0.0,0,0.002,1,0.001,0.05,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.31715210355987056,0.5694444444444444,0.5348837209302325,0.36333912842815974,0.36451612903225805,0.5276381909547738,0.5085470085470085,0.15435044805289544,-0.47177626181147114,-0.11887043373110628,0.5178551641869239,0.015500884163733993,4.789773206593804,0.0010489087402813539,0.00018196721543682393,-0.0004708028881725042,0.018770226537216828,-0.004029415441028509,0.04029415441028509,0.0052074537699059575,1.6143106686708468,0.000433762834226351,-0.0002460167515293837,-0.0003978068539388451,0.01,-0.0045824854588521645,0.04582485458852165,0.00035709631483182847,0.07716943321336406,0.10946653742933779,-0.17288198188398352,-0.02083388154935284,0.016435433488149843,0.02495571717417764,-0.21286097460203746,0.47213335812630297,1.8949137582706443,2.547592646687637,-0.1355773890565939,0.09803655218175344,0.4494908843179563,0.6058593562698764,-0.22883306921571078
