seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk
7,8000,0.0001,0.99,0.08,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.22006472491909385,0.7714285714285715,0.7567567567567568,0.1659076319493562,0.1382636655948553,0.0,0.0,0.0,-0.42750631640063275,-0.08275643443215785,0.6459228391311841,31.409665822982788,0.02967981088385929,9.17106156311252,9.331531275074328e-05,2.1765947951548186e-05,-0.0009402085257609235,0.0006472491909385113,-6.34080759909594e-05,0.0006340807599095939,-0.0012264224633374242,-0.3814173860979389,0.0,0.0,-0.0012264224633374242,0.0,0.0,0.0,0.029350562803733826,1.5162612242941729,0.7544864573860316,-0.021422478206292395,0.0,0.0,0.0,0.0,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-232029Z_short-ent-a_seed7.zip,0.0,0.0,1,inf,1
7,8000,0.0001,0.99,0.08,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.22006472491909385,0.7714285714285715,0.7567567567567568,0.1659076319493562,0.1382636655948553,0.0,0.0,0.0,-0.42750631640063275,-0.08275643443215785,0.6459228391311841,30.36742663383484,0.02967981088385929,9.17106156311252,9.331531275074328e-05,2.1765947951548186e-05,-0.0009402085257609235,0.0006472491909385113,-6.34080759909594e-05,0.0006340807599095939,-0.0012264224633374242,-0.3814173860979389,0.0,0.0,-0.0012264224633374242,0.0,0.0,0.0,0.029350562803733826,1.5162612242941729,0.7544864573860316,-0.021422478206292395,0.0,0.0,0.0,0.0,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-232059Z_short-ent-a_seed7.zip,0.0,0.0,1,inf,1
7,12000,0.0001,0.99,0.08,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.3,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.5823754789272031,0.5643564356435643,0.7391173801124491,0.34726688102893893,0.5443786982248521,0.5357142857142857,0.17555976898768777,-0.3182945428842958,-0.059922405684454505,0.6083181461791607,36.859007120132446,0.11400149212749738,35.22646106739669,0.0004249484872801628,0.0004605581729902302,-2.7782558376648334e-05,0.0007766990291262135,-0.0007305964054068016,0.0073059640540680156,-0.06167460523046502,-19.180802226674622,8.131503650334446e-05,-0.00036329598438969944,-0.0003644888009776536,0.005466237942122187,-0.0012790354077692216,0.012790354077692216,0.13856233632007076,2.0028768908785697,2.637409142836596,-0.04064624493151148,0.02283402874770335,0.2936271021458577,0.4003814641304835,-0.06511108724114745,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-232745Z_short-ent-a_seed7.zip,0.17555976898768777,0.0,1,0.0,0
7,12000,0.0001,0.99,0.08,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.5823754789272031,0.5643564356435643,0.7391173801124491,0.34726688102893893,0.5443786982248521,0.5357142857142857,0.17555976898768777,-0.3182945428842958,-0.059922405684454505,0.6083181461791607,37.21587514877319,0.11400149212749738,35.22646106739669,0.0004249484872801628,0.0004605581729902302,-2.7782558376648334e-05,0.0007766990291262135,-0.0007305964054068016,0.0073059640540680156,-0.06167460523046502,-19.180802226674622,8.131503650334446e-05,-0.00036329598438969944,-0.0003644888009776536,0.005466237942122187,-0.0012790354077692216,0.012790354077692216,0.13856233632007076,2.0028768908785697,2.637409142836596,-0.04064624493151148,0.02283402874770335,0.2936271021458577,0.4003814641304835,-0.06511108724114745,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-232822Z_short-ent-a_seed7.zip,0.17555976898768777,0.0,1,0.0,0
84,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.1884102128969202,-0.116804784020947,0.5941420770786711,77.55588054656982,0.1231630381782822,38.0573787970892,0.0007939491344773,0.0011550209033641,0.0,0.0053074433656957,-0.0018230026207345,0.0182300262073454,0.0289856507130282,9.014537371751796,-6.920542887696683e-05,-6.191778767459728e-05,0.0,0.0123472668810289,-0.004427583240735,0.0442758324073508,0.2684466663074463,1.7302536061629743,2.2359170580785768,-0.1004998813752896,-0.0340483495887892,-0.1123036968793734,-0.1637373764796014,-0.1828897703801862,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-092443Z_run_seed84.zip,0.0162455511876944,0.0768227376501068,5,4.728847717293709,1
13,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5168539325842697,0.5096774193548387,-0.0386600181527773,-0.0608144632975007,-0.1063592930567267,0.5941420770786711,69.48235440254211,0.11710267758653,36.1847273742378,0.0011199652894568,0.0013811606562491,0.0,0.0003236245954692,-0.001977188159116,0.0197718815911608,0.036237545825243,11.269876751650576,-1.9958148688323692e-05,9.109397701611535e-05,-4.52462659204852e-06,0.0002572347266881,-0.0040623144092897,0.0406231440928971,0.3960424159068658,1.979839534797381,2.667169974297613,-0.1091340108528414,-0.0236028586245689,-0.0275749587505363,-0.0396950379402966,-0.1673308471909181,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091100Z_run_seed13.zip,-0.0371480903039699,0.0217179673407179,5,0.5846321348690414,0
13,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.2861736334405145,0.5339805825242718,0.5446428571428571,0.0759354149457793,-0.1866483637957408,-0.116690437227485,0.5941420770786711,68.28740358352661,0.1238761942784671,38.27774403204634,0.0007932885928233,0.0010024224797314,0.0,0.0005177993527508,-0.0014051775672768,0.0140517756727688,0.1661940982140022,51.6863645445547,-0.0001074873631581,0.0005897169964608,-0.0007813954157283,0.0113183279742765,-0.0030463476333412,0.0304634763334129,0.2702085154086258,2.0076099049225635,2.688247998523817,-0.0778964329339834,-0.0339340027953272,-0.5502979802650232,-0.6211370249241707,-0.0900644485190415,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091208Z_run_seed13.zip,0.0162455511876944,0.0768227376501068,5,4.728847717293709,1
21,20000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4405144694533762,0.5131086142322098,0.5064516129032258,-0.0482871420072961,-0.1969945382292333,-0.1521556805464886,0.5941420770786711,43.88363742828369,0.1181073146674737,36.495160232249376,0.0007667913827201,0.0009659638370994,0.0,0.0005177993527508,-0.0015152384852753,0.0151523848527539,0.0256991591703678,7.9924385019844,-0.0001929752599875,-6.362119547092945e-05,-5.527786726359148e-06,0.0023151125401929,-0.0035910669849645,0.0359106698496455,0.2598623409751333,1.856434203314148,2.623242981248579,-0.0751110594771222,-0.0693992461143307,-0.3349590974867882,-0.475618472974502,-0.1626903320948153,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091252Z_run_seed21.zip,-0.0494499872181573,0.0076321838764838,5,0.1543414731901375,0
7,20000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.0453502670532062,-0.0379985168752552,-0.1117449853336756,0.5941420770786711,51.97350192070007,0.1196933664193768,36.98525022358744,0.001173997117264,0.0013963181078185,0.0,0.0005825242718446,-0.0020673860167587,0.0206738601675871,0.0228200705460116,7.097041939809609,-3.4665048734795226e-05,4.0795128010103634e-05,0.0,6.430868167202572e-05,-0.004550229450028,0.0455022945002801,0.4188583623291113,2.009878797250767,2.746348835515695,-0.1072538342393351,-0.0289885509015177,-0.0460714893506852,-0.0687040715905085,-0.1812769062135715,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090447Z_run_seed7.zip,-0.0494499872181573,0.0076321838764838,5,0.1543414731901375,0
7,20000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5168539325842697,0.5096774193548387,-0.02848145348934,-0.1796945990989351,-0.1504648037901844,0.5941420770786711,49.52100443840027,0.126565827510786,39.10884070083287,0.0008272935686931,0.0012639256228043,0.0,0.0088025889967637,-0.0028842055014147,0.028842055014147,0.033817179001098,10.517142669341483,-0.0001692601719271,1.9730216700867197e-05,-2.1389534393356037e-06,0.0071382636655948,-0.0044613385884409,0.0446133858844097,0.2771622801054314,1.501635799670254,2.061215571649862,-0.1148181515562253,-0.0677083693580266,-0.2410784636957,-0.3462261063891346,-0.1819283248370597,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090536Z_run_seed7.zip,0.0156270440285308,0.1029388914372911,5,6.587227325228737,1
