ticker,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score,run_label
NVDA,13,20000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.08,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.6456114206583548,0.03061107286923881,0.6577706584180292,49.095733404159546,0.15889706725384412,49.25809084869168,0.002483211847659811,0.0025876148266460925,0.0,0.026838709677419356,-0.003705967813715965,0.03705967813715965,0.05022721915922528,15.620665158519063,0.000616854764522958,0.0006672273696804486,0.0,0.012604501607717042,-0.005273136664293393,0.052731366642933944,1.0375527519127807,2.031267122908526,3.33319593988116,-0.16185664722765725,0.15865295877052787,0.5763775773641509,0.7629672383075127,-0.22459675731675088,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-225152Z_nvda-medium-long-sharpe_seed13.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.609056039298355,nvda-medium-long-sharpe
NVDA,13,10000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.6348266021390374,0.13458648944732166,0.6577706584180292,33.8698353767395,0.1556030330729607,48.23694025261781,0.0026133035854860897,0.0032689217121414714,0.0,0.02,-0.005951661364186187,0.059516613641861865,0.032085673134609055,9.978644344863415,0.0010186236695202148,0.00025821474681668254,0.0,0.019228295819935688,-0.0071184939958673,0.07118493995867299,1.0267679333934634,1.5920408109995305,2.6067239894312655,-0.24996970132660445,0.2626283753486107,0.6898890228728441,1.0551062731577696,-0.28674529723393116,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224833Z_nvda-medium-long-sharpe_seed13.zip,-0.0005597904783184449,0.32630732601191864,3.0,582.9097468612069,1.0,0.6194535809561632,nvda-medium-long-sharpe
NVDA,7,20000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.9381925411239627,0.10332316881069725,0.6577706584180292,48.55767250061035,0.14221201090272967,44.08572337984619,0.0030062651169355647,0.0031519367252495975,0.0,0.008258064516129033,-0.004448086855751281,0.0444808685575128,0.037995128677292246,11.816485018637888,0.000879094923813097,0.0007330327642205612,0.0,0.00572347266881029,-0.006338728638515472,0.0633872863851547,1.3301338723783886,2.0210245304484213,3.3379475981924975,-0.2051247395378596,0.23136505471198632,0.6787618233370428,0.9253515679279722,-0.24933035985966867,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224534Z_nvda-medium-long-sharpe_seed7.zip,0.24323341033243243,0.04627672745442618,3.0,0.19025645938680366,0.0,0.6644246842986328,nvda-medium-long-sharpe
NVDA,13,10000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.08,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.4750877408753429,-0.029299933697070513,0.6577706584180292,34.51001501083374,0.21376271648770867,66.26644211118969,0.002234269451746231,0.0030461831215058215,0.0,0.06838709677419355,-0.005931053423259669,0.05931053423259669,0.08708698737274055,27.084053072922313,0.0004493655487903232,0.0007164245324676462,0.0,0.04887459807073955,-0.005815575243812192,0.05815575243812191,0.8670290721297689,1.6804297235098171,2.68530477412488,-0.22828122061420586,0.09874195220421855,0.4152263162726681,0.540613799369721,-0.23684174769307054,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224908Z_nvda-medium-long-sharpe_seed13.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.6030649386417241,nvda-medium-long-sharpe
NVDA,7,20000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.08,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.7419950252509124,0.15923047197892748,0.6577706584180292,49.18597674369812,0.1807622302861866,56.03629138871784,0.0026855600380147593,0.002736614696696109,0.0,0.05058064516129033,-0.003909964221274554,0.03909964221274554,0.03879912485698594,12.066527830522627,0.0009892812878075968,0.0005608973929884634,0.0,0.015176848874598073,-0.004865456351383897,0.04865456351383896,1.1339363565053384,1.938859060049539,3.094816066834178,-0.17559940406932018,0.28727235788021654,0.8282832490340271,1.2036799822861795,-0.1953477710561201,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224623Z_nvda-medium-long-sharpe_seed7.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.6219179792093238,nvda-medium-long-sharpe
NVDA,7,20000,0.0003,0.99,0.05,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.7941944333035693,0.11014980030658794,0.6577706584180292,48.65996527671814,0.14053894076279486,43.5670716364664,0.002777585252481954,0.0028339309647844755,0.0,0.01038709677419355,-0.004230688747327279,0.04230688747327279,0.03696610875328779,11.496459822272502,0.0008880558930816363,0.0006345839766909557,0.0,0.006752411575562702,-0.005898287108177268,0.05898287108177267,1.1861357645579953,1.9486980883315073,3.194287936571003,-0.19831510202496616,0.238191686207877,0.7003472383505304,0.9571007417489967,-0.23264262235842015,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224711Z_nvda-medium-long-sharpe_seed7.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.6170099120420899,nvda-medium-long-sharpe
NVDA,13,20000,0.0003,0.99,0.02,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.6527109699791398,0.1036318254505062,0.6577706584180292,47.986658811569214,0.15382040118209994,47.68432436645098,0.002546702849160251,0.003157578389306675,0.0,0.014516129032258065,-0.0049241001137565205,0.0492410011375652,0.0345599181141069,10.748134533487246,0.0008583902457852252,0.0006215644262291553,0.0,0.006495176848874598,-0.005704129028797082,0.057041290287970836,1.0446523012335658,1.8390708130404019,3.003319714318887,-0.19847430537592825,0.23167371135179526,0.6992933618203127,0.9333312845544703,-0.23443969196897918,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-225103Z_nvda-medium-long-sharpe_seed13.zip,0.24323341033243243,0.04627672745442618,3.0,0.19025645938680366,0.0,0.6644555499626137,nvda-medium-long-sharpe
NVDA,13,10000,0.0003,0.99,0.05,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.08,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.6379417819805162,0.06453299023154146,0.6577706584180292,34.7894868850708,0.22083560621283577,68.45903792597909,0.002604629504035451,0.003338175780358454,0.0,0.07896774193548388,-0.00614313769487024,0.061431376948702404,0.08658693601452486,26.928537100517232,0.000811790777440596,0.00047083903687145405,0.0,0.0704823151125402,-0.006012119261939965,0.06012119261939965,1.0298831132349422,1.6218367382263148,2.600217453831906,-0.24450160512207741,0.19257487613283053,0.5787919930755862,0.7971180229723032,-0.2529779306546768,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-225015Z_nvda-medium-long-sharpe_seed13.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.6124482310345852,nvda-medium-long-sharpe
NVDA,7,10000,0.0003,0.99,0.05,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.543318608008116,0.1664183271537445,0.6577706584180292,35.71590566635132,0.15352924217867395,47.594065075388926,0.002405862598212715,0.0033975196929854467,0.0,0.014258064516129033,-0.0054923076935738556,0.05492307693573856,0.021564470465025114,6.7065503146228105,0.0010280405810639446,0.0003950617679297937,0.0,0.00945337620578778,-0.005845316106865502,0.058453161068655,0.935259939262542,1.621956907278264,2.459166941564257,-0.21822235750981978,0.29446021305503356,0.8144507970038095,1.1826812544242655,-0.23800000828693546,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-224409Z_nvda-medium-long-sharpe_seed7.zip,0.02466448251807074,0.34692181854904064,3.0,14.065643513698861,1.0,0.6226367647268055,nvda-medium-long-sharpe
NVDA,13,20000,0.0003,0.99,0.05,1,1.0,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100.0,1e-06,1.0,0.35,0.1,0.1,0.08,1.0,1,0.5451612903225806,0.5787671232876712,292.0,310.0,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289.0,311.0,1.0,0.5241157556270096,0.21651552927940454,0.9237840176998684,0.06010089998520707,0.6577706584180292,43.34459400177002,0.17813568166201044,55.222061315223236,0.0030064842673873976,0.003077204958280544,0.0,0.04903225806451613,-0.0043910463875871455,0.04391046387587145,0.05265123638621766,16.37453451611369,0.0007768467919967926,0.0008591748459019349,0.0,0.018006430868167205,-0.006964081340887939,0.06964081340887938,1.3157253489542944,1.9524003217045116,3.1394501578318734,-0.1971404327968329,0.18814278588649613,0.5829776972711715,0.7923443002244124,-0.2605033884394654,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-225319Z_nvda-medium-long-sharpe_seed13.zip,0.019073926122724443,0.34197888819522154,3.0,17.929129325283068,1.0,0.6120050220099518,nvda-medium-long-sharpe
