seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown
42,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sortino,100,1e-06,1.0,1.0,0.1,0.1,0.25,1.0,1,0.44983818770226536,0.5606694560669456,0.5379061371841155,0.4836215739453136,0.4437299035369775,0.5168539325842697,0.5096774193548387,-0.061351778891927555,-0.4161041154912304,-0.17540883858690126,0.5384308839777702,79.10693192481995,0.45848279508966167,141.67118368270545,0.00017030915772520535,0.0016649331726631155,-0.00013999566602836093,0.24110032362459546,-0.004471610775226234,0.04471610775226233,0.1626966981666466,50.598673129827084,-0.0002519111924640004,8.952229722983878e-05,-5.693747470412402e-06,0.07636655948553055,-0.005949212510485285,0.059492125104852835,0.040752763713136186,0.2933126395577617,0.3692643039261011,-0.11447092794023417,-0.0926524041547434,-0.3479118414417417,-0.510080329524841,-0.21048518387557713,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109
121,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sortino,100,1e-06,1.0,1.0,0.1,0.1,0.25,1.0,1,0.4174757281553398,0.5454545454545454,0.5276752767527675,0.32872519061198213,0.22508038585209003,0.5151515151515151,0.5447154471544715,0.23537361017573244,-0.39495046807809153,-0.003858329068038735,0.49677489387549933,77.08912396430969,0.24185345681268464,74.73271815511956,0.00020511616682979196,0.0008340833726810883,-0.00017920292500963413,0.042071197411003236,-0.0027196095244105506,0.027196095244105503,0.23478319253127825,73.01757287722754,0.00025134844856793495,0.000611440566786202,-0.0008448120872879755,0.027331189710610933,-0.0013685318765649954,0.013685318765649953,0.06190641112627504,0.7032580881410585,0.9162788072334707,-0.06451402669084061,0.07889810536411912,1.0521813138439557,1.6144683104367645,-0.04475916446002304,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109
84,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sortino,100,1e-06,1.0,1.0,0.1,0.1,0.25,1.0,1,0.45307443365695793,0.5673469387755102,0.5505226480836237,0.6605703357198873,0.43086816720257237,0.5173745173745173,0.5099337748344371,-0.052726970191165234,-0.3102918517264257,-0.12827164000618196,0.5809443309568196,81.27382969856262,0.2184063599622424,67.4875652283329,0.0004517721427093654,0.0006341348016140422,-9.017061643588965e-05,0.08090614886731391,-0.0013921368289196304,0.013921368289196306,0.0769162338792125,23.920948736435086,-0.00013523126110459726,-9.485103600912306e-05,-3.502159287449994e-05,0.04180064308681672,-0.002596649507348926,0.025966495073489262,0.14656502747794087,1.4892941867231513,2.0008227873753044,-0.05583055812167714,-0.04551520557402411,-0.3643882130443234,-0.5319209490293703,-0.09745740417520898,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109
