ticker,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score
riot,7,5000,0.0003,0.99,0.1,1,1,0.002,1,0.001,0.05,same_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.15,1.0,1,0.5096774193548387,0.5214521452145214,303,310,1.0,0.5193548387096775,-0.6578083960362353,0.4887459807073955,0.5100671140939598,298,311,1.0,0.5048231511254019,-0.5882240041481042,-0.7899310078265208,-0.41838878554339287,0.2849708450129169,27.859573125839233,0.05303315509076337,16.440278078136643,-0.0012249722591320764,-0.0012006322020898387,0.0,0.1146774193548387,-0.030747050387480736,0.3074705038748073,0.054084625190426346,16.820318434222592,-0.0005252550005133854,-0.000621055725796863,0.0,0.12009646302250807,-0.03729605470948632,0.37296054709486326,-0.39798967657209483,-0.6816065041969135,-0.8604803097481177,-0.5433987449841473,-0.2903468996421038,-0.24540825402826033,-0.3563232200105836,-0.609819001458037,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-213608Z_diagnostic-3-high-entropy-action-bonus_seed7.zip,-0.5882240041481042,0.0,1,0.0,0,0.24256271490254955
