seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,use_stationary_features,val_actionable_support,val_trade_count,val_trade_rate,test_actionable_support,test_trade_count,test_trade_rate,robustness_score
7,60000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,1.0,1,0.19093851132686085,0.4838709677419355,0.4473684210526316,-0.011228737243325404,0.15755627009646303,0.4117647058823529,0.4444444444444444,0.00540228930126907,-0.47798752904403685,-0.09280010047393938,0.3739002627380921,174.8590269088745,0.2504609607335611,77.39243686667038,-6.792470825481928e-05,0.0005512454132879539,-0.0008466910574883885,0.0048543689320388345,-0.0019307804375895449,0.012871869583930301,0.09286413081181699,28.880744682475083,-3.1569735823717206e-05,0.00023212839156808355,-0.0011520802012227006,0.0014147909967845659,-0.003017249503700383,0.02011499669133589,-0.02113064983967028,-0.6993436532889323,-0.5855077318926154,-0.029502250756941573,-0.01004366604178153,-0.3753475807191707,-0.20290318712975078,-0.035990295237602,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-094139Z_hybrid-stage-b_seed7.zip,0.00540228930126907,0.0,1,0.0,0,1.0,62.0,76.0,0.2459546925566343,17.0,18.0,0.05787781350482315,0.3610149395977191
7,40000,0.0003,0.995,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.04,1.0,1,0.4627831715210356,0.5737704918032787,0.5563380281690141,0.5479195625170215,0.3504823151125402,0.48826291079812206,0.4900398406374502,-0.2720726377383831,-0.25624123242774877,-0.2821593401845033,0.5633705668557478,116.67930054664612,0.24945916654574152,77.08288246263413,0.0006084165247742604,0.001769398848840852,-0.00012632859396128783,0.013592233009708738,-0.001498407503344976,0.014984075033449762,0.15468901960168815,48.108285096125016,-0.0006973365102949017,0.0012224865705244782,-0.00021313053528093843,0.018263665594855306,-0.011889057771072482,0.1188905777107248,0.2006156467766178,1.589736323822878,2.1790437819722936,-0.06032883546608003,-0.19940290575234543,-1.7624806581185106,-2.053381219515165,-0.20166045359117402,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-092116Z_hybrid-stage-b_seed7.zip,-0.2720726377383831,0.0,1,0.0,0,1.0,244.0,284.0,0.919093851132686,213.0,251.0,0.8070739549839229,0.5308792537870396
7,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,1.0,1,0.3786407766990291,0.5578947368421052,0.536036036036036,0.3515430938970061,0.2315112540192926,0.5108695652173914,0.5,0.17146075901582747,-0.4395845802586178,-0.11274627435110829,0.5100667980112646,116.99711656570435,0.1915287048338266,59.18236979365243,5.968182087528543e-05,0.0007465943305751039,-0.0003443757912375545,0.011521035598705502,-0.0034400381860073934,0.02293358790671596,0.11672114885966568,36.300277295356025,-9.201630536580093e-05,0.0003515116999953358,-0.000834242338344497,0.011318327974276529,-0.005190225775458271,0.034601505169721825,0.017272298945748776,0.3020865209054281,0.40400908576481015,-0.07381680032704463,-0.029989839918950434,-0.3823408232289251,-0.47762017528266754,-0.07957020972315876,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-091524Z_hybrid-stage-b_seed7.zip,0.17146075901582747,0.0,1,0.0,0,1.0,190.0,222.0,0.7184466019417476,92.0,110.0,0.3536977491961415,0.49644091199491813
7,40000,0.0003,0.995,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.02,1.0,1,0.47249190938511326,0.5793650793650794,0.559322033898305,0.8075015173619322,0.36012861736334406,0.5175879396984925,0.5107296137339056,-0.10349111620672968,-0.33383385809707544,-0.2409436965696229,0.6189794533244176,116.61320328712463,0.18301134390052215,56.55050526526134,0.00038877980533957857,0.0013471343746247807,-7.55626888859605e-05,0.012686084142394824,-0.002658081721268335,0.017720544808455568,0.12859051569175087,39.991650380134516,-0.0005405985362107637,0.0010326248913242594,-0.00033980438545158523,0.010032154340836014,-0.012931034551621203,0.086206897010808,0.12302302110729113,1.1235016489241025,1.4323745705122326,-0.04953124881772564,-0.15818726213746503,-1.5578991730343148,-1.7692637182189204,-0.16974034386820125,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-093104Z_hybrid-stage-b_seed7.zip,-0.10349111620672968,0.0,1,0.0,0,1.0,252.0,295.0,0.9546925566343042,199.0,233.0,0.7491961414790996,0.5917962266841259
7,40000,0.0003,0.995,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.04,1.0,1,0.4854368932038835,0.573076923076923,0.5529801324503312,0.6328816930618086,0.3858520900321543,0.5185185185185185,0.5099601593625498,0.05753698423484299,-0.32062240043489276,-0.11184356333234313,0.5790088398859226,120.12389349937439,0.16556536816453066,51.15969876283997,0.00042245621341826584,0.0010061173879989235,-3.617637774027867e-05,0.01423948220064725,-0.0018372380921600812,0.012248253947733871,0.014566320138834049,4.530125563177389,-8.341689213708497e-05,-9.091464170525515e-05,-0.0002554946933208094,0.01581993569131833,-0.003470457411240527,0.02313638274160352,0.1362344787694738,1.4699126332036376,2.121980439953818,-0.04156552362141297,-0.029087128900185277,-0.2588028221732254,-0.37945201025787245,-0.08634226300073877,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-092513Z_hybrid-stage-b_seed7.zip,0.05753698423484299,0.0,1,0.0,0,1.0,260.0,302.0,0.9773462783171522,216.0,251.0,0.8070739549839229,0.565096563324768
7,40000,0.0003,0.995,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.04,1.0,1,0.4854368932038835,0.5769230769230769,0.5577557755775577,0.6965492962424407,0.3408360128617363,0.5144508670520231,0.5125628140703518,0.08378228052722148,-0.32419520200925755,-0.13886832901434265,0.5950981303832938,115.73972368240356,0.15595540242917993,48.1902193506166,0.0004077669511619568,0.0007221269529928798,-4.868528253384596e-05,0.0023300970873786405,-0.0008628203437649198,0.008628203437649197,0.15908858554395475,49.476550104169924,-0.00017622102106952,0.0005984378416319355,-0.0004429648090464345,0.025209003215434084,-0.002970743146284187,0.029707431462841872,0.13266167719510902,1.880654873839751,2.4887436185316,-0.0417430097362107,-0.056111894582184796,-0.6015341724390217,-0.83212383335621,-0.08335792110867546,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-092907Z_hybrid-stage-b_seed7.zip,0.08378228052722148,0.0,1,0.0,0,1.0,260.0,303.0,0.9805825242718447,173.0,199.0,0.639871382636656,0.5780876869883069
7,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.04,1.0,1,0.4692556634304207,0.5674603174603174,0.5494880546075085,0.6004900870690446,0.3022508038585209,0.5064102564102564,0.4945652173913043,0.010296082042942523,-0.35299439484029094,-0.18703871492092927,0.5686745925262202,117.70775890350342,0.14584701390880156,45.06672729781968,0.00032763675945918816,0.0008426432139548283,-7.576703575417867e-05,0.015663430420711978,-0.0012795079828001547,0.0085300532186677,0.131617789062328,40.933132398384004,-0.00034583955624277956,0.00042574933961821485,-0.0004139713978075413,0.03266881028938907,-0.006627287150952568,0.04418191433968379,0.10386248436407564,1.2175858846620922,1.5921070136482913,-0.03481299208145894,-0.10428228048877142,-1.258475567609059,-1.9251137225658872,-0.11885399317598666,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-091721Z_hybrid-stage-b_seed7.zip,0.010296082042942523,0.0,1,0.0,0,1.0,252.0,293.0,0.948220064724919,156.0,184.0,0.5916398713826366,0.5469182179816242
7,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.15,0.04,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.262161582775148,-0.09731817122085695,0.5941420770786711,117.4942147731781,0.13493527011228937,41.69499846469741,0.0005911396837622789,0.0009883290394018449,0.0,0.00906148867313916,-0.002829628463267763,0.01886418975511842,0.029491018747290938,9.171706830407482,-3.287232006772649e-05,3.1834408691927266e-05,0.0,0.002057877813504823,-0.00367243055982648,0.024482870398843195,0.19469529642921857,1.5730453397205888,2.1729733410775065,-0.0704289971607941,-0.014561736788699098,-0.08459672762998192,-0.12687420592875392,-0.09742822747238655,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-090935Z_hybrid-stage-b_seed7.zip,-0.04535026705320622,0.0,1,0.0,0,1.0,266.0,309.0,1.0,268.0,311.0,1.0,0.5813971301170612
7,40000,0.0003,0.99,0.03,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.48220064724919093,0.5708812260536399,0.5526315789473685,0.6309003969729516,0.3954983922829582,0.5066079295154186,0.4961832061068702,-0.045717237658732146,-0.33130803033348544,-0.17012288910931206,0.5774101661056208,115.70776748657227,0.13411291792253405,41.44089163806302,0.0003943123280721994,0.0008919074155675589,-1.1875362761204994e-05,0.009514563106796117,-0.0021922095215139896,0.021922095215139898,0.0587685297948218,18.27701276618958,-0.000279159753225386,0.00017825537664729646,-0.0001970291120260637,0.007202572347266882,-0.0054245686886683405,0.054245686886683395,0.12554884887088114,1.2089363184864554,1.663281570598416,-0.07150604537345218,-0.0873664546771542,-0.7544891002739162,-1.0146699417802107,-0.12854165706697562,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-091131Z_hybrid-stage-b_seed7.zip,-0.045717237658732146,0.0,1,0.0,0,1.0,261.0,304.0,0.9838187702265372,227.0,262.0,0.842443729903537,0.5571842123677785
7,15000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4951456310679611,0.5773584905660377,0.5584415584415584,0.7202955170869867,0.4469453376205787,0.5168539325842697,0.5080906148867314,-0.0186741943538738,-0.2350970276276913,-0.089528749488663,0.6002708162328837,43.3405179977417,0.128118281909245,39.58854910995672,0.0006589063913354,0.0008179614156894,-1.7636392022250316e-05,0.0012297734627831,-0.0007097459813853,0.0070974598138536,0.0110693051082159,3.442553888655153,-8.303182620101394e-06,-0.000129716248806,-1.36756547341708e-05,0.0003215434083601,-0.0023710996508649,0.0237109965086494,0.2217598515766752,2.145375895625637,3.005517376740728,-0.0471200241949838,-0.0067723150565052,-0.0207834001461182,-0.0308733018098622,-0.0916927111416315,0.4568568792043666,1.8417693046949544,2.4848237072969352,-0.1355773890565937,0.0827564344321578,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260402-085352Z_hybrid-stage-a_seed7.zip,-0.0186741943538738,0.0,1,0.0,0,1.0,265.0,308.0,0.9967637540453076,267.0,309.0,0.9935691318327974,0.588292713384929
