leaderboard_version,ticker,run_label,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,max_weight_delta_per_step,ensemble_voting_method,reward_mode,rolling_reward_window,reward_epsilon,reward_pnl_scale,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_turnover_penalty_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_pnl_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_turnover_penalty_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_pnl_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_turnover_penalty_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score,interval,experiment_preset,bars_per_year,binary_actions,min_hold_bars
2,NVDA,nvda-baseline-recheck-nextbar-20k,44,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.04,1.0,0,0.5064516129032258,0.5772058823529411,272,290,0.935483870967742,0.5586206896551724,1.9352362767700424,0.0707395498392283,0.0,0,0,0.0,0.0,0.0,0.0971965503529599,-0.1491175230592401,0.6561891480730222,73.83574271202087,0.4018948457833579,124.58740219284095,0.0013802077078614,0.0015805331861893,0.0,-0.0001505817584143,0.0037935483870967,0.0,-0.001049813073791,0.0262453268447752,0.0383688381423636,11.93270866227511,-6.48617102117069e-05,-3.358831570104547e-05,0.0,-0.0020767429691706,0.0004501607717041,0.0,-0.0018003129197675,0.0450078229941881,0.4891378816073859,1.584430277108198,2.271422444793596,-0.1517207989806945,-0.021075637157951,-0.382374278317218,-0.3780708709264398,-0.0698443658480822,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-214500Z_nvda-baseline-recheck-nextbar-20k_seed44.zip,0.0340213298030394,0.0760740061245358,5,2.2360679774997894,1,0.5900564218744533,,,,,
2,NVDA,nvda-next-B-confirm-samebar,123,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,mean,sortino,100,1e-06,0.0,1.2,0.5,0.1,0.05,0.005,0.05,1.0,0,0.532258064516129,0.5769230769230769,286,304,0.9806451612903224,0.5592105263157895,2.056351998852587,0.0707395498392283,0.0,0,0,0.0,0.0,0.0,0.1984658484442911,-0.1250038340671826,0.6562246963562752,72.51287055015564,0.3459122462810924,107.23279634713865,0.0015858159720422,0.0017392866012827,0.0,-4.1589675413338245e-05,0.0010645161290322,0.0,-0.0010935607993041,0.0218712159860823,0.3200627201338393,99.53950596162404,9.770132305524214e-06,1.105442677162637e-05,0.0,-0.0020767429691706,3.215434083601286e-05,0.0,-2.3200964237716043e-08,4.6401928475432084e-07,0.5904071796987171,1.8890677618406944,2.922028977347865,-0.1198610665695378,0.0030380518341064,0.859723311199951,0.0,-0.0001443099975585,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-190521Z_nvda-next-B-confirm-samebar_seed123.zip,-0.1091548501352723,0.3061035752956677,10,2.804305763017609,1,0.586835101473227,,,,,
2,NVDA,nvda-next2-bc-baseline-nextbar-20k,777,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.04,1.0,0,0.5451612903225806,0.5833333333333334,288,305,0.9838709677419356,0.5672131147540984,2.0598952750097146,0.4983922829581994,0.5422535211267606,284,305,0.9807073954983924,0.5245901639344263,0.1760276188474354,-0.081581087773235,-0.104197843190894,0.6618306010928963,72.8223009109497,0.3428162098251652,106.2730250458012,0.0008923356008709,0.0010003738340575,0.0,-1.7395123308037414e-05,0.0014,0.0,-0.0004006132880863,0.0100153322021586,0.0645503619897626,20.075162578816183,9.032735851027514e-05,0.0001833506921965,0.0,-1.6078276315793513e-05,0.000652733118971,0.0,-0.0009184869495683,0.0229621737392078,0.3103602434811909,2.2342794449865737,3.659299850965104,-0.0541854367296428,0.0238440427103949,0.2667669626527329,0.3061499471047093,-0.0732193967835189,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-201104Z_nvda-next2-bc-baseline-nextbar-20k_seed777.zip,0.1282428856267011,0.1765763468873348,10,1.3768900007547114,1,0.6355879261559311,,,,,
2,NVDA,nvda-next2-bc-stability-nextbar-20k,256,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.05,1.0,0,0.5387096774193548,0.5778546712802768,289,307,0.9903225806451612,0.5602605863192183,1.9831876552234904,0.495176848874598,0.5384615384615384,286,308,0.990353697749196,0.5194805194805194,0.1617526888769969,-0.1592803921494254,-0.0599520894902712,0.6570055115359039,67.01366710662842,0.3274222486027941,101.50089706686616,0.0006870381230199,0.0008083838216349,0.0,-1.1990626490904104e-05,0.0004516129032258,0.0,-0.0003545998930326,0.0088649973258174,0.0705015051691155,21.925968107594933,0.0002237013015514,0.0001771741575442,0.0,-1.501025430487492e-05,0.0003376205787781,0.0,-0.0004738607754372,0.0118465193859321,0.2326609391050005,2.2182233316761657,3.8592529243160127,-0.0332188566938066,0.0680897964110178,0.7274349852238532,1.0781958863397685,-0.044897118507639,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-194630Z_nvda-next2-bc-stability-nextbar-20k_seed256.zip,0.1301977962863233,0.0880487688395904,10,0.676269271454939,0,0.6422779532313904,,,,,
2,NVDA,nvda-next-B-confirm-samebar,13,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,same_bar,0.0,0.0,0.0,mean,sortino,100,1e-06,0.0,1.2,0.5,0.1,0.05,0.005,0.05,1.0,0,0.5451612903225806,0.5787671232876712,292,310,1.0,0.5612903225806452,1.9662270407636635,0.5048231511254019,0.5432525951557093,289,311,1.0,0.5241157556270096,0.2165155292794045,0.4299193688631262,-0.0813863880430481,0.6577706584180292,72.32389831542969,0.3147757425931143,97.58048020386543,0.0020497400110596,0.0021936468091425,0.0,0.0,0.0029677419354838,0.0,-0.0012927009343963,0.025854018687926,0.0724637217021544,22.536217449370035,0.000223967363379,0.0003602036777173,0.0,0.0,0.0008360128617363,0.0,-0.002387780088622,0.0477556017724407,0.8218607001175522,2.139755710254227,3.7714939124314615,-0.1151510258009195,0.0466554978582409,0.2855511479885412,0.3471526076355685,-0.1903415328851988,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-185909Z_nvda-next-B-confirm-samebar_seed13.zip,-0.1091548501352723,0.3061035752956677,10,2.804305763017609,1,0.6198132355769502,,,,,
2,NVDA,nvda-confirm-champion-nextbar-20k,404,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.05,1.0,0,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.495176848874598,0.5460992907801419,282,304,0.977491961414791,0.5263157894736842,0.1939697704229295,-0.1809227877518535,-0.1305644014887799,0.6566209588629767,59.90588927268982,0.3083681909997816,95.59413920993232,0.0006292991333177,0.0007592199169614,0.0,-3.740757965694257e-06,0.0004064516129032,0.0,-0.0003647319858745,0.0091182996468647,0.0517829221422994,16.10448878625514,1.3250306627267006e-05,0.0001471445775598,0.0,-3.8031919674914575e-05,0.0003376205787781,0.0,-0.0011263854138839,0.0281596353470987,0.2110185435025724,2.07776895695108,3.5979778644391534,-0.0415221661858213,-0.0025225155874908,0.0322427615138301,0.0368588982745771,-0.1053525620677074,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-211614Z_nvda-confirm-champion-nextbar-20k_seed404.zip,-0.0768817211255599,0.2849815167375577,5,3.706752561797337,1,0.6049359782536892,,,,,
2,NVDA,nvda-next2-bc-alphalift-nextbar-20k,42,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.58,0.1,0.04,0.005,0.04,1.0,0,0.5258064516129032,0.5719298245614035,285,303,0.9774193548387096,0.5544554455445545,1.6020023680841209,0.5016077170418006,0.5400696864111498,287,308,0.990353697749196,0.5227272727272727,0.1701066490151974,-0.129681937611493,-0.0897620780527246,0.6523015459440682,69.42983818054199,0.3083054999637621,95.57470498876626,0.0007656976873421,0.0008137114441717,0.0,-7.718479254921733e-05,0.000516129032258,0.0,-0.0003200349898082,0.0080008747452063,0.0640238234580918,19.911409095466567,0.0001354038687089,0.0001674392203918,0.0,-1.3300544754436748e-05,0.000176848874598,0.0,-0.0005792686697371,0.0144817167434285,0.2622593936429329,2.280881541533652,4.361919579201305,-0.0330123975501046,0.0382798078485644,0.3972228924557581,0.5442582940348122,-0.061036497236814,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-195326Z_nvda-next2-bc-alphalift-nextbar-20k_seed42.zip,0.1213597655098717,0.0863428219838825,10,0.7114616744777674,0,0.6346177144865054,,,,,
2,NVDA,nvda-next2-bc-stability-nextbar-20k,101,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.05,1.0,0,0.535483870967742,0.5743944636678201,289,307,0.9903225806451612,0.5570032573289903,1.8781589944502497,0.495176848874598,0.5403508771929825,285,307,0.9871382636655948,0.5211726384364821,0.1641913105010111,-0.1420624321926267,-0.1358632887875105,0.654298209032607,72.75435400009155,0.3061180651426674,94.89660019422688,0.0007454414065839,0.0009385468622502,0.0,-9.772590472696407e-06,0.0012645161290322,0.0,-0.0005444954027608,0.0136123850690205,0.0378469554568482,11.770403147079811,-3.33339270764308e-06,0.0001235651118616,0.0,-1.6379439127061387e-05,0.0003376205787781,0.0,-0.0011606263206811,0.0290156580170295,0.2498788990617992,1.6504184736475986,2.3464856629516126,-0.0789348832987434,-0.0078214028862214,-0.0080097775313538,-0.0093079370566521,-0.105476097379863,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-194411Z_nvda-next2-bc-stability-nextbar-20k_seed101.zip,0.1301977962863233,0.0880487688395904,10,0.676269271454939,0,0.6322470081155648,,,,,
2,NVDA,nvda-next2-bc-baseline-nextbar-40k,13,40000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.55,0.1,0.04,0.007,0.04,1.0,0,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.3922829581993569,0.5555555555555556,207,222,0.7138263665594855,0.536036036036036,0.4771286820217633,-0.1321381123495832,-0.0743288137072191,0.6566209588629767,131.40402841567993,0.3007781360797021,93.24122218470764,0.0007672046904169,0.0008818277248397,0.0,-3.740757965694257e-06,0.0012645161290322,0.0,-0.0004348017725136,0.0108700443128406,0.1179230312118379,36.67406270688161,0.0001774838914714,0.0002560262674322,0.0,-0.0004631599223853,0.0021382636655948,0.0,-0.0004364076670131,0.010910191675329,0.2598032189048427,1.837638505021816,2.8162326780405484,-0.0655807972952847,0.0537130721940699,0.6541958245035141,0.8451395324461984,-0.0629989527899375,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-201534Z_nvda-next2-bc-baseline-nextbar-40k_seed13.zip,0.0545390186610683,0.2607469610626867,10,4.780925059966579,1,0.6002906252889234,,,,,
2,NVDA,nvda-next2-bc-alphalift-nextbar-20k,256,20000,0.0003,0.99,0.07,0,0,0.002,1,0.001,0.05,next_bar,1.0,1.0,0.25,mean,sortino,100,1e-06,0.0,1.3,0.58,0.1,0.04,0.005,0.04,1.0,0,0.4193548387096774,0.56,225,239,0.7709677419354839,0.5439330543933054,1.2544360858655783,0.2411575562700964,0.5523809523809524,105,110,0.3536977491961415,0.5363636363636364,0.1201356453631841,-0.2707854414489579,-0.1161266251998656,0.6431799163179917,59.526424169540405,0.2985664894422197,92.5556117270881,0.0003740219092278,0.0005495538502926,0.0,-0.0004319124379951,0.0003709677419354,0.0,-0.0002270204003454,0.0056755100086358,0.057836888642698,17.987272367879093,4.254596838783289e-05,9.436773799057813e-05,0.0,-0.0010645354737344,0.000128617363344,0.0,-0.0003250516910824,0.0081262922770603,0.1211558898054681,1.8662164257934497,3.051454541926864,-0.0284761185799899,0.0119152607014234,0.2264498739493413,0.168008451982584,-0.0484670481159578,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260413-195801Z_nvda-next2-bc-alphalift-nextbar-20k_seed256.zip,0.1213597655098717,0.0863428219838825,10,0.7114616744777674,0,0.624071684672275,,,,,
