ticker,run_label,seed,timesteps,learning_rate,gamma,ent_coef,include_news,use_stationary_features,threshold,horizon,transaction_cost_rate,trade_penalty,execution_mode,spread_bps,slippage_bps,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_turnover_penalty_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_actionable_support,val_trade_count,val_trade_rate,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_actionable_support,test_trade_count,test_trade_rate,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_turnover_penalty_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_turnover_penalty_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk,robustness_score,max_weight_delta_per_step
NVDA,nvda-direction-ab-20k-ent05-bonus002-dir035,13,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,0.5288315334153793,-0.1226517304981495,0.6566209588629767,53.11289978027344,0.1266658640267086,39.26641784827969,0.0023320417170699,0.0026695470429294,-3.740757965694257e-06,0.0186451612903225,0.0,-0.0049907855346519,0.0499078553465195,0.0201359376582632,6.262276611719885,0.0001746464351066,0.0005304673340772,-1.1039333733143128e-05,0.0153697749196141,0.0,-0.007487212968142,0.0748721296814206,0.9207728646698052,1.7425075879827234,2.67034163831155,-0.2056751549853245,0.0053901554031394,0.1571563772286107,0.1844861138859813,-0.2660352618929658,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-053447Z_nvda-direction-ab-20k-ent05-bonus002-dir035_seed13.zip,-0.1417160613639986,0.2901579440720581,5,2.047459838209767,1,0.6220985413829541,0.25
NVDA,nvda-downside-ab-20k-ent05-dir035-dd010,505,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.17613604105117853,0.6779773682275423,0.056106921792192566,0.6566209588629767,54.64569592475891,0.12491882070047358,38.72483441714681,0.0026099568686997906,0.0029023526720887327,-3.740757965694257e-06,0.01864516129032258,0.0,-0.00443464904314234,0.044346490431423406,0.02961503074209289,9.21027456079089,0.0007244312754298246,0.000812990751740033,-1.1039333733143128e-05,0.012090032154340838,0.0,-0.006020309898020738,0.06020309898020738,1.0699186994819683,1.8031215108424197,2.9709265109868346,-0.18396536765094973,0.18414880769348163,0.6046185802871966,0.8339097337321238,-0.23154875079533987,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-061041Z_nvda-downside-ab-20k-ent05-dir035-dd010_seed505.zip,0.0670724924453973,0.2588044213749486,5,3.858577666330759,1,0.6218632283307783,0.25
NVDA,nvda-direction-ab-20k-ent05-bonus002-dir035,42,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,0.2423898185029662,-0.0313148004139194,0.6566209588629767,54.94976615905762,0.1239111635029032,38.4124606859,0.0016926695837089,0.0019488849138644,-3.740757965694257e-06,0.0103225806451612,0.0,-0.0030629581441562,0.0306295814415625,0.0191277155079245,5.948719522964545,0.0003604351641877,0.0003496197963376,-1.1039333733143128e-05,0.0057234726688102,0.0,-0.0037180628696964,0.0371806286969647,0.6343311497573922,1.8352355952080617,2.866973247403791,-0.146617982853156,0.0967270854873696,0.5085890465435408,0.642175828390259,-0.1488240626646298,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-053635Z_nvda-direction-ab-20k-ent05-bonus002-dir035_seed42.zip,-0.1417160613639986,0.2901579440720581,5,2.047459838209767,1,0.6312322343913771,0.25
NVDA,nvda-direction-ab-20k-ent05-bonus002-dir040,13,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.4,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483873,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.1761360410511785,0.2574246227479568,-0.0022024740284223,0.6566209588629767,54.27902960777283,0.1237467221811096,38.36148387614398,0.0017114545288036,0.0018068999566086,-3.740757965694257e-06,0.0037419354838709,0.0,-0.0024217491025629,0.024217491025629,0.0278252482538527,8.653652206948198,0.0004425329831194,0.00039685279552,-1.1039333733143128e-05,0.0039228295819935,0.0,-0.0032093424177628,0.0320934241776283,0.6493659540023828,1.9559564662462632,3.1908060879702935,-0.1206123424470633,0.1258394118728667,0.6352034303007023,0.8192702580356134,-0.1409622773530096,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-053921Z_nvda-direction-ab-20k-ent05-bonus002-dir040_seed13.zip,-0.0527317154744986,0.263147697269031,5,4.990311710915052,1,0.604714948302874,0.25
NVDA,nvda-downside-ab-20k-ent05-dir035-dd010,404,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.17613604105117853,-0.0012137203535453889,-0.03812924565775777,0.6566209588629767,54.692909240722656,0.12281370388450112,38.07224820419535,0.0011057096391279093,0.0012241101480588458,-3.740757965694257e-06,0.0024516129032258064,0.0,-0.001673864191877629,0.01673864191877629,0.03306603668619773,10.283537409407494,0.00029364143485726514,0.00042140311371806675,-1.1039333733143128e-05,0.001479099678456592,0.0,-0.0016975868142047516,0.016975868142047518,0.3907276109008806,1.9301171265206047,2.981381166043011,-0.08083301517993657,0.0899126402435313,0.8042931729094818,1.1686127424790849,-0.06673250486755333,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-060947Z_nvda-downside-ab-20k-ent05-dir035-dd010_seed404.zip,0.0670724924453973,0.2588044213749486,5,3.858577666330759,1,0.6124396115857833,0.25
NVDA,nvda-downside-ab-20k-ent05-dir035-dd010,101,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5416666666666666,288,310,0.9967845659163987,0.5225806451612903,0.17613604105117853,0.17434833180862674,-0.06442863010294753,0.6566209588629767,54.04715299606323,0.11772543966982704,36.49488629764638,0.0015264199962708347,0.0016330804562538197,-3.740757965694257e-06,0.0050967741935483875,0.0,-0.0025819121641972582,0.02581912164197258,0.020796445363386266,6.467694508013128,0.00025215677869552393,0.00027814964185707134,-1.1039333733143128e-05,0.0033440514469453377,0.0,-0.00297312010811848,0.029731201081184797,0.5662896630630527,1.9370125425617275,3.152030231671315,-0.11278566299830528,0.06361325579834154,0.38669736244273867,0.4496414320754211,-0.1561615594127399,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-060714Z_nvda-downside-ab-20k-ent05-dir035-dd010_seed101.zip,0.0670724924453973,0.2588044213749486,5,3.858577666330759,1,0.6098096731412643,0.25
NVDA,nvda-downside-ab-20k-ent05-dir035-dd010,303,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.5419354838709678,0.5773195876288659,291,309,0.9967741935483871,0.5598705501618123,1.932223946499949,0.5016077170418006,0.5454545454545454,286,308,0.9903536977491961,0.525974025974026,0.20239813052327604,-0.14158204494994897,-0.07980879336436231,0.6566209588629767,48.78837299346924,0.11737453127690521,36.386104695840615,0.0007433041959105962,0.0008900277562245339,-3.740757965694257e-06,0.0047741935483870965,0.0,-0.001228671058460393,0.01228671058460393,0.022833783576877882,7.101306692409022,0.0001616788880257439,0.00016480722923730988,-1.809438015951317e-05,0.000964630225080386,0.0,-0.0012384058657990082,0.01238405865799008,0.250359286304477,1.7650413096669595,2.6132261359056828,-0.06507245323227528,0.04823309253692676,0.568286566731176,0.778114316165353,-0.03950387924194321,0.391941331254426,1.625408332669604,2.208505179591514,-0.13557738905659367,0.12804188590128907,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-060852Z_nvda-downside-ab-20k-ent05-dir035-dd010_seed303.zip,0.0670724924453973,0.2588044213749486,5,3.858577666330759,1,0.608461050754517,0.25
NVDA,nvda-direction-ab-20k-ent05-bonus002-dir040,42,20000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,next_bar,0.0,0.0,sharpe,100,1e-06,1.0,0.4,0.1,0.1,0.02,0.05,1.0,1,0.5387096774193548,0.5798611111111112,288,306,0.9870967741935484,0.5620915032679739,2.0152904658824347,0.4983922829581994,0.541958041958042,286,308,0.990353697749196,0.5227272727272727,0.2129461320884333,-0.0446449774298065,-0.035943758536175,0.6585580065359478,54.63382315635681,0.1113101312762661,34.5061406956425,0.0010078299895273,0.0011169907560944,-2.6872265730743727e-05,0.0066451612903225,0.0,-0.002463962856443,0.0246396285644304,0.0307636239555979,9.567487050190962,0.0003184538824164,0.0003463514111487,-2.5914436994540217e-05,0.002572347266881,0.0,-0.0019177431625712,0.0191774316257124,0.3472963538246194,1.6693409388364224,2.7129705306380023,-0.0899292830776972,0.092098127365114,0.6023806599833749,0.8105025988486325,-0.0956875431643067,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260406-054110Z_nvda-direction-ab-20k-ent05-bonus002-dir040_seed42.zip,-0.0527317154744986,0.263147697269031,5,4.990311710915052,1,0.6031653601155262,0.25
AAPL,,2,20000,0.0003,0.99,0.02,0,0,0.002,1,0.001,0.05,same_bar,0.0,0.0,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.4774193548387097,0.5481481481481482,270,310,1.0,0.5548387096774193,0.3990725207196537,0.4565916398713826,0.5338345864661654,266,311,1.0,0.5176848874598071,0.0504191495795858,-0.209489909236554,-0.0570708773391932,0.5203401911212306,15.96900987625122,6.959506384388438e-05,0.0215744697916041,0.0005931458711577,0.0008610042232066,0.0,0.0118064516129032,0.0,-0.0044595796548571,0.044595796548571,-0.0040381163184245,-1.255854175030049,0.0003288918311805,0.0004937104571096,0.0,0.0094533762057877,0.0,-0.0056610997745215,0.0566109977452154,0.1824514220178719,0.8971692020274139,1.3916028659704005,-0.1625675731046021,0.0709710085620958,0.3493876384491551,0.5105622173586334,-0.2596834506835842,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260403-092454Z_run_seed2.zip,0.0504191495795858,0.0,1,0.0,0,0.5139174253032122,
AAPL,,2,40000,0.0003,0.99,0.05,0,0,0.002,1,0.001,0.05,same_bar,0.0,0.0,legacy,100,1e-06,1.0,0.35,0.1,0.1,0.02,0.05,1.0,1,0.4774193548387097,0.550185873605948,269,309,0.9967741935483873,0.5566343042071198,0.4207790729380092,0.4598070739549839,0.5338345864661654,266,310,0.9967845659163987,0.5161290322580645,0.0497930310707259,-0.291981222745439,-0.1466149047183061,0.5262390426527117,28.82612895965576,3.617634793725839e-05,0.0112146678605501,0.0003177990150172,0.0004942490487524,-4.928362017850386e-06,0.0028387096774193,0.0,-0.0018745158019024,0.0187451580190247,-0.00342542039381,-1.0653057424749253,-4.93758503961261e-05,0.0001330616615264,-1.917752103676135e-07,0.0007073954983922,0.0,-0.0035564678314068,0.0355646783140683,0.0999601085089869,1.0696519321733644,1.5148529282981589,-0.058767175208895,-0.0185730188170171,-0.1581207402006766,-0.1852668354491337,-0.1055617881463409,0.391941331254426,1.625408332669604,2.208505179591514,-0.1355773890565936,0.128041885901289,0.5431946432399444,0.7349245650013833,-0.228833069215711,/Users/nettenz/Projects/agentic-dev/reinforcement-learning-stocks/data/experiment_snapshots/model_20260403-092607Z_run_seed2.zip,0.0497930310707259,0.0,1,0.0,0,0.510759987823892,
