seed,timesteps,learning_rate,gamma,ent_coef,include_news,threshold,horizon,transaction_cost_rate,trade_penalty,reward_mode,rolling_reward_window,reward_epsilon,reward_return_scale,reward_direction_scale,reward_hold_penalty_scale,reward_drawdown_penalty_scale,reward_action_bonus_scale,reward_clip,reward_ignore_transaction_cost,val_overall_accuracy,val_actionable_accuracy,val_trade_win_rate,val_cumulative_signal_return,test_overall_accuracy,test_actionable_accuracy,test_trade_win_rate,test_cumulative_signal_return,val_alpha_vs_qqq,test_alpha_vs_qqq,ranking_score,run_duration_seconds,val_reward_total_mean,val_reward_total_sum,val_reward_portfolio_return_mean,val_reward_direction_mean,val_reward_hold_penalty_mean,val_reward_action_bonus_mean,val_reward_drawdown_penalty_mean,val_reward_drawdown_mean,test_reward_total_mean,test_reward_total_sum,test_reward_portfolio_return_mean,test_reward_direction_mean,test_reward_hold_penalty_mean,test_reward_action_bonus_mean,test_reward_drawdown_penalty_mean,test_reward_drawdown_mean,val_cumulative_return,val_sharpe_ratio,val_sortino_ratio,val_max_drawdown,test_cumulative_return,test_sharpe_ratio,test_sortino_ratio,test_max_drawdown,val_benchmark_cumulative_return,val_benchmark_sharpe_ratio,val_benchmark_sortino_ratio,val_benchmark_max_drawdown,test_benchmark_cumulative_return,test_benchmark_sharpe_ratio,test_benchmark_sortino_ratio,test_benchmark_max_drawdown,model_path,test_return_mean_by_config,test_return_std_by_config,config_seed_count,test_return_cv_by_config,high_return_cv_risk
7,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.2297734627831715,0.45689655172413796,0.425531914893617,-0.028870683611372683,0.17363344051446947,0.46153846153846156,0.5217391304347826,-0.013129317675112717,-0.5047334288281242,-0.10993025637843523,0.3503337136078795,83.47533321380615,0.3200248483600314,98.8876781432497,-0.00015594542181522337,0.0008525801652361836,-0.0006575384945092975,0.006213592233009708,-0.002349168100071336,0.02349168100071336,0.23406192850807092,72.79325976601005,-8.625765790618996e-05,0.0005405862632594426,-0.0010446586786206455,0.004694533762057878,-0.002875053408267177,0.028750534082671766,-0.04787654962375765,-1.0436492781150628,-1.1636353640519144,-0.055453224409976576,-0.027173821946277377,-0.6341238947093368,-0.600997683784349,-0.057863166396260435,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090815Z_run_seed7.zip,0.01624555118769442,0.07682273765010686,5,4.728847717293709,1
13,20000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4886731391585761,0.5741444866920152,0.5555555555555556,0.6442006563092135,0.4405144694533762,0.5150375939849624,0.5080906148867314,-0.06291199292387217,-0.27406303487347694,-0.1704391191159793,0.582579041274517,45.240567207336426,0.1473608657643536,45.53450752118526,0.0005799760455411101,0.0015145525682950076,-1.7919061865316363e-05,0.01475728155339806,-0.0031145519312839494,0.031145519312839483,0.02941879706207222,9.14924588630446,-0.00023809077974412137,-5.4654509227581945e-05,-1.0988450136974375e-05,0.007138263665594854,-0.005043677034547744,0.05043677034547744,0.18279384433088963,1.0463669415322778,1.342209650368129,-0.12019911148407925,-0.08768268468382145,-0.3388255538812475,-0.4850027394088699,-0.18192832483705978,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090901Z_run_seed13.zip,-0.04944998721815739,0.007632183876483883,5,0.15434147319013755,0
21,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.4886731391585761,0.5741444866920152,0.5555555555555556,0.6481344891605554,0.24758842443729903,0.4854368932038835,0.4957983193277311,-0.054421277695274384,-0.33670646096582146,-0.13984161763686576,0.5833658078447854,89.20692706108093,0.13768259716338913,42.54392252348724,0.0003732647600922487,0.0007764941304592548,-8.692879339332565e-06,0.0033009708737864077,-0.0010563943426885488,0.010563943426885486,0.10774174098373757,33.50768144594238,-0.00018170305867019627,0.00036285098666704826,-0.0006095401754506317,0.00617363344051447,-0.00373097622605791,0.037309762260579096,0.12015041823854511,1.611183279462681,2.1668966913333487,-0.04625745110093271,-0.0570851832047079,-0.6945410865011736,-0.7594938904068873,-0.09392571029439989,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091615Z_run_seed21.zip,0.01624555118769442,0.07682273765010686,5,4.728847717293709,1
7,40000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.14124715521453024,-0.13447667474424374,0.5941420770786711,75.8554196357727,0.12804001218073435,39.56436376384691,0.0009283927225062558,0.0013975737170624865,0.0,0.007572815533980584,-0.002452527588616231,0.024525275886162313,0.03005176514759239,9.346098960901234,-0.00011375309137017378,8.3671637937519e-05,0.0,0.008360128617363344,-0.0052046940617285955,0.05204694061728595,0.31560972398983633,1.5951884430323378,2.175469350689029,-0.10863665253780441,-0.051720240312085886,-0.16221859640034333,-0.23450421704472083,-0.19459687021424332,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090652Z_run_seed7.zip,-0.03714809030396997,0.0217179673407179,5,0.5846321348690414,0
7,20000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5168539325842697,0.5096774193548387,-0.02848145348934006,-0.17969459909893515,-0.15046480379018445,0.5941420770786711,49.52100443840027,0.126565827510786,39.10884070083287,0.000827293568693175,0.0012639256228043178,0.0,0.008802588996763753,-0.0028842055014147066,0.028842055014147067,0.03381717900109802,10.517142669341485,-0.00016926017192712807,1.9730216700867194e-05,-2.1389534393356033e-06,0.007138263665594856,-0.004461338588440973,0.04461338588440973,0.2771622801054314,1.501635799670254,2.061215571649862,-0.11481815155622532,-0.0677083693580266,-0.24107846369570007,-0.34622610638913465,-0.18192832483705978,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-090536Z_run_seed7.zip,0.01562704402853088,0.10293889143729117,5,6.587227325228737,1
84,20000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.06344309143393434,-0.11070170834721205,0.5941420770786711,48.179006576538086,0.1259737354920692,38.92588426704938,0.0011167446249870877,0.0014109782590542002,0.0,0.003754045307443366,-0.002173722910645838,0.02173722910645838,0.02033288303414743,6.323526623619851,-3.126658771387378e-05,-2.3489993403823494e-05,0.0,0.00019292604501607716,-0.004520584743888371,0.04520584743888372,0.39341378777043223,1.8702810537702252,2.549958742546066,-0.10943076571816379,-0.027945273915054192,-0.0412653738234746,-0.06149755489434235,-0.1802582709877656,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-092209Z_run_seed84.zip,0.01562704402853088,0.10293889143729117,5,6.587227325228737,1
13,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.2861736334405145,0.5339805825242718,0.5446428571428571,0.07593541494577938,-0.1866483637957408,-0.11669043722748507,0.5941420770786711,68.28740358352661,0.12387619427846713,38.27774403204634,0.0007932885928233318,0.001002422479731404,0.0,0.000517799352750809,-0.0014051775672768876,0.014051775672768878,0.16619409821400224,51.6863645445547,-0.00010748736315819615,0.0005897169964608354,-0.0007813954157283379,0.011318327974276529,-0.0030463476333412935,0.03046347633341294,0.2702085154086258,2.0076099049225635,2.6882479985238175,-0.0778964329339834,-0.03393400279532721,-0.5502979802650232,-0.6211370249241707,-0.0900644485190415,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091208Z_run_seed13.zip,0.01624555118769442,0.07682273765010686,5,4.728847717293709,1
84,40000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.18841021289692028,-0.11680478402094707,0.5941420770786711,77.55588054656982,0.1231630381782822,38.0573787970892,0.0007939491344773753,0.0011550209033641876,0.0,0.005307443365695793,-0.0018230026207345428,0.018230026207345425,0.028985650713028284,9.014537371751796,-6.920542887696683e-05,-6.191778767459728e-05,0.0,0.01234726688102894,-0.004427583240735083,0.04427583240735083,0.2684466663074463,1.7302536061629743,2.2359170580785768,-0.10049988137528965,-0.03404834958878922,-0.11230369687937347,-0.16373737647960143,-0.18288977038018628,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-092443Z_run_seed84.zip,0.01624555118769442,0.07682273765010686,5,4.728847717293709,1
42,20000,0.0003,0.99,0.05,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,0.0006403475712020157,-0.1547217634035456,-0.05449207231170994,0.5941420770786711,53.40721607208252,0.1229555883546706,37.99327680159322,0.0008769944063243684,0.001134602001669287,0.0,0.0019417475728155343,-0.001530758241453762,0.01530758241453762,0.03219241388767258,10.011840719066171,0.00012943129037332397,0.0001357282968538919,0.0,0.006366559485530546,-0.002923912302882731,0.029239123028827307,0.302135115800821,2.0027164140445377,2.776934063366202,-0.07588635858106896,0.028264362120447917,0.226777899244841,0.34525844226160307,-0.1547593763124493,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091800Z_run_seed42.zip,0.01562704402853088,0.10293889143729117,5,6.587227325228737,1
42,20000,0.0003,0.99,0.02,1,0.002,1,0.001,0.05,sharpe,100,1e-06,1.0,0.35,0.1,0.1,0.02,1.0,1,0.49514563106796117,0.575187969924812,0.5566343042071198,0.6977890042706454,0.4437299035369775,0.5149253731343284,0.5080385852090032,-0.04535026705320622,-0.03570334656450358,-0.11568621001868373,0.5941420770786711,51.93191838264465,0.12288322871280988,37.97091767225825,0.0011805629146619348,0.0014200496916201891,0.0,0.0029773462783171524,-0.0021269737673757227,0.021269737673757227,0.019295903686532247,6.001026046511529,-4.768016308986683e-05,-0.00013499312359816065,0.0,0.0005787781350482314,-0.004589941457246631,0.04589941457246631,0.421153532639863,1.9777564585252678,2.713393194467246,-0.10708667489675905,-0.03292977558652588,-0.06451832712547483,-0.09618455558058349,-0.1812769062135715,0.4568568792043666,1.8417693046949546,2.4848237072969352,-0.13557738905659378,0.08275643443215785,0.3976988806903395,0.5367961186734007,-0.2288330692157109,D:\code\agentic-development\reinforcement-learning-stocks\data\experiment_snapshots\model_20260401-091706Z_run_seed42.zip,-0.04944998721815739,0.007632183876483883,5,0.15434147319013755,0
