step,value_estimate,in_cooldown,forced_action
80,-0.6864549517631531,False,False
160,-0.6864555478096008,False,False
240,-0.7161145210266113,False,False
320,-0.6864559054374695,False,False
400,-0.6864551305770874,False,False
480,-0.6865009665489197,False,False
560,-0.6864854097366333,False,False
640,-0.6864560842514038,False,False
720,-0.6866973638534546,False,False
800,-0.6866542100906372,False,False
880,-0.6864909529685974,False,False
960,-0.8241223096847534,False,False
1040,-0.6923203468322754,False,False
1120,-0.7944451570510864,False,False
1200,-0.7243578433990479,False,False
1280,-0.7326945662498474,False,False
1360,-0.7318052053451538,False,False
1440,-0.7144534587860107,False,False
1520,-0.8596052527427673,False,False
1600,-0.7647368311882019,False,False
1680,-0.8601403832435608,False,False
1760,-0.8790490627288818,False,False
1840,-0.7637087106704712,False,False
1920,-0.8605644106864929,False,False
2000,-0.882479190826416,False,False
2080,-0.7381187677383423,False,False
2160,-0.8844382762908936,False,False
2240,-0.8840036392211914,False,False
2320,-0.883898913860321,False,False
2400,-0.8840408325195312,False,False
2480,-0.8840335607528687,False,False
2560,-0.7874100208282471,False,False
2640,-0.884086549282074,False,False
2720,-0.8412088751792908,False,False
2800,-0.9053922891616821,False,False
2880,-1.1220753192901611,False,False
2960,-0.9104133248329163,False,False
3040,-0.920291543006897,False,False
3120,-0.92085200548172,False,False
3200,-1.0752042531967163,False,False
3280,-0.9208904504776001,False,False
3360,-0.9208904504776001,False,False
3440,-0.9208890199661255,False,False
3520,-0.9208905100822449,False,False
3600,-0.9208904504776001,False,False
3680,-0.9208899736404419,False,False
3760,-0.9208910465240479,False,False
3840,-0.9208726286888123,False,False
3920,-0.9292992353439331,False,False
4000,-0.7260302901268005,False,False
4080,-0.5689564347267151,False,False
4160,-0.5391842126846313,False,False
4240,-0.5705781579017639,False,False
4320,-0.7202526330947876,False,False
4400,-0.7195082902908325,False,False
4480,-0.5709450244903564,False,False
4560,-0.7195005416870117,False,False
4640,-0.7455947995185852,False,False
4720,-0.7194998264312744,False,False
4800,-0.5145937204360962,False,False
4880,-0.7194998264312744,False,False
4960,-0.7194998264312744,False,False
5040,-0.7195121049880981,False,False
5120,-0.7194998264312744,False,False
5200,-0.7194998264312744,False,False
5280,-0.19330379366874695,False,False
5360,-0.7454450130462646,False,False
5440,-0.7454450726509094,False,False
5520,-0.7454450130462646,False,False
5600,-0.5689564943313599,False,False
5680,-0.7161145210266113,False,False
5760,-0.7161145210266113,False,False
5840,-0.7161145210266113,False,False
5920,-0.7161145210266113,False,False
6000,-0.7203975915908813,False,False
6080,-0.7161145210266113,False,False
6160,-0.6138530969619751,False,False
6240,-0.642939567565918,False,False
6320,-0.6138525009155273,False,False
6400,-0.613839864730835,False,False
6480,0.004546552896499634,False,False
6560,-0.7161145806312561,False,False
6640,-0.8601511120796204,False,False
6720,-0.8593444228172302,False,False
6800,-0.7161611914634705,False,False
6880,-0.6867612600326538,False,False
6960,-0.6138525009155273,False,False
7040,-0.6138524413108826,False,False
7120,-0.860829770565033,False,False
7200,-0.8601590991020203,False,False
7280,-0.8628063797950745,False,False
7360,-0.6138525009155273,False,False
7440,-0.7161283493041992,False,False
7520,-0.7161145210266113,False,False
7600,-0.8601403832435608,False,False
7680,-0.7161145210266113,False,False
7760,-0.8601403832435608,False,False
7840,-0.643000066280365,False,False
7920,-1.381048560142517,False,False
8000,-0.8601403832435608,False,False
8080,-0.11502918601036072,False,False
8160,-0.6138525009155273,False,False
8240,-0.6138525009155273,False,False
8320,0.04431074857711792,False,False
8400,-0.6864554286003113,False,False
8480,-0.18165138363838196,False,False
8560,-0.7179334163665771,False,False
8640,-0.6138570308685303,False,False
8720,-0.687674880027771,False,False
8800,-0.8601765632629395,False,False
8880,-0.8619886040687561,False,False
8960,-0.7161145210266113,False,False
9040,-0.6138525009155273,False,False
9120,-0.7161145210266113,False,False
9200,-0.7161145210266113,False,False
9280,-0.8601403832435608,False,False
9360,-0.8601403832435608,False,False
9440,-0.7161145806312561,False,False
9520,-0.6143742203712463,False,False
9600,-0.6138525009155273,False,False
9680,-0.6138525009155273,False,False
9760,-0.4873340129852295,False,False
9840,-0.4868343472480774,False,False
9920,-0.8601403832435608,False,False
10000,-0.6138525009155273,False,False
10080,-0.6138525009155273,False,False
10160,-0.6138525009155273,False,False
10240,-0.8641692399978638,False,False
10320,0.06422632932662964,False,False
10400,-0.5989150404930115,False,False
10480,-0.2477903664112091,False,False
10560,0.11086726188659668,False,False
10640,-0.21010452508926392,False,False
10720,-0.8601403832435608,False,False
10800,-1.1812546253204346,False,False
10880,-0.8601403832435608,False,False
10960,0.11098247766494751,False,False
11040,-0.8601403832435608,False,False
11120,0.37475261092185974,False,False
11200,-1.381048560142517,False,False
11280,-0.7161145210266113,False,False
11360,-0.6983004808425903,False,False
11440,-0.6521017551422119,False,False
11520,-1.0676604509353638,False,False
11600,-0.6049326062202454,False,False
11680,-0.8601403832435608,False,False
11760,-0.6433488130569458,False,False
11840,-0.8601403832435608,False,False
11920,-0.6138525009155273,False,False
12000,0.04431074857711792,False,False
12080,-0.7161145210266113,False,False
