Ticker,Date,NewsCount,SentimentMean,SentimentStd,SentimentMin,SentimentMax,SentimentConfidenceMean,SentimentGeminiShare,SentimentOllamaShare
NVDA,2026-03-13,1,-0.037037037037037035,0.0,-0.037037037037037035,-0.037037037037037035,0.18518518518518517,0.0,0.0
NVDA,2026-04-02,9,0.007742321535424983,0.04043094215373448,-0.07692307692307693,0.06666666666666667,0.12418169314721039,0.0,0.0
