Ticker,Date,NewsCount,SentimentMean,SentimentStd,SentimentMin,SentimentMax,SentimentConfidenceMean,SentimentGeminiShare,SentimentOllamaShare
AAPL,2026-03-13,1,-0.037037037037037,0.0,-0.037037037037037,-0.037037037037037,0.1851851851851851,0.0,0.0
AAPL,2026-04-01,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAPL,2026-04-02,8,0.004629629629629629,0.013094570021973102,0.0,0.037037037037037035,0.03461603805640503,0.0,0.0
