step,action,entropy,logit_0,logit_1,action_prob,position
80,1,0.6931471228599548,-0.6935665607452393,-0.6927280426025391,0.500209629535675,
160,1,0.6931463479995728,-0.6944383978843689,-0.6918575763702393,0.5006452202796936,
240,1,0.6931453943252563,-0.6950231194496155,-0.6912748217582703,0.5009370446205139,
320,1,0.6931443214416504,-0.695559561252594,-0.6907405257225037,0.501204788684845,
400,1,0.6931467056274414,-0.6941094994544983,-0.6921857595443726,0.5004809498786926,
480,1,0.6931458711624146,-0.6947810649871826,-0.6915159225463867,0.500816285610199,
560,1,0.6931456327438354,-0.6949028372764587,-0.691394567489624,0.5008770823478699,
640,1,0.6931459903717041,-0.6946977376937866,-0.6915990114212036,0.5007746815681458,
720,1,0.6931459307670593,-0.6947268843650818,-0.691569983959198,0.500789225101471,
800,1,0.693145751953125,-0.6948270797729492,-0.6914700865745544,0.5008392333984375,
880,1,0.6931459903717041,-0.6947149038314819,-0.6915817856788635,0.5007833242416382,
960,1,0.6931464672088623,-0.6943411231040955,-0.6919547319412231,0.5005965828895569,
1040,1,0.6931462287902832,-0.6944761872291565,-0.6918199062347412,0.5006640553474426,
1120,1,0.6931458711624146,-0.694783627986908,-0.6915134787559509,0.5008175373077393,
1200,1,0.693145751953125,-0.6948618292808533,-0.6914355158805847,0.5008565783500671,
1280,1,0.6931455135345459,-0.6949750781059265,-0.6913226246833801,0.5009130835533142,
1360,1,0.6931455135345459,-0.6949909329414368,-0.6913068890571594,0.5009210109710693,
1440,1,0.6931453943252563,-0.6950420141220093,-0.6912559270858765,0.5009465217590332,
1520,1,0.6931453943252563,-0.6950587630271912,-0.6912391781806946,0.5009549260139465,
1600,1,0.6931453943252563,-0.6950585246086121,-0.6912395358085632,0.5009547472000122,
1680,1,0.6931455731391907,-0.6949590444564819,-0.6913387179374695,0.5009050369262695,
1760,1,0.6931453943252563,-0.6950494050979614,-0.6912485361099243,0.5009502172470093,
1840,1,0.6931451559066772,-0.6951286196708679,-0.6911696195602417,0.5009897351264954,
1920,1,0.6931453347206116,-0.6950603127479553,-0.6912376880645752,0.5009556412696838,
2000,1,0.693145215511322,-0.6951208114624023,-0.6911774277687073,0.500985860824585,
2080,1,0.6931450963020325,-0.6951771974563599,-0.6911212205886841,0.501013994216919,
2160,1,0.6931450366973877,-0.6951914429664612,-0.6911070346832275,0.5010210871696472,
2240,1,0.6931450366973877,-0.6952314972877502,-0.6910672783851624,0.501041054725647,
2320,1,0.6931450366973877,-0.6952274441719055,-0.6910711526870728,0.5010390877723694,
2400,1,0.6931450366973877,-0.6952259540557861,-0.6910728216171265,0.5010382533073425,
2480,1,0.6931449770927429,-0.6952577233314514,-0.6910411715507507,0.5010541081428528,
2560,1,0.6931449174880981,-0.6952874660491943,-0.6910115480422974,0.5010689496994019,
2640,1,0.6931447982788086,-0.6953461170196533,-0.6909531354904175,0.5010982155799866,
2720,1,0.6931448578834534,-0.6952925324440002,-0.6910064220428467,0.5010715126991272,
2800,1,0.6931448578834534,-0.6953129768371582,-0.6909860968589783,0.5010817050933838,
2880,1,0.6931447982788086,-0.6953258514404297,-0.6909732818603516,0.5010881423950195,
2960,1,0.6931447982788086,-0.6953145265579224,-0.6909845471382141,0.5010824799537659,
3040,1,0.6931447982788086,-0.6953269839286804,-0.690972089767456,0.5010887384414673,
3120,1,0.6931447982788086,-0.6953355073928833,-0.690963625907898,0.5010929703712463,
3200,1,0.6931447982788086,-0.6953321099281311,-0.6909669637680054,0.5010913014411926,
3280,1,0.6931447386741638,-0.695351243019104,-0.690947949886322,0.5011008381843567,
3360,1,0.6931447982788086,-0.6953443288803101,-0.6909549236297607,0.5010973215103149,
3440,1,0.6931447386741638,-0.6953676342964172,-0.6909316182136536,0.5011090040206909,
3520,1,0.6931449174880981,-0.6952905654907227,-0.691008448600769,0.501070499420166,
