step,value_estimate,in_cooldown,forced_action
80,-0.010918676853179932,False,False
160,0.05474323034286499,False,False
240,0.07498612999916077,False,False
320,0.07403425872325897,False,False
400,0.08519482612609863,False,False
480,0.047965481877326965,False,False
560,0.024430006742477417,False,False
640,-0.0014946162700653076,False,False
720,-0.026141062378883362,False,False
800,-0.014859825372695923,False,False
880,-0.02595403790473938,False,False
960,-0.005603298544883728,False,False
1040,0.024854719638824463,False,False
1120,-0.03539782762527466,False,False
1200,-0.05206160247325897,False,False
1280,-0.03876194357872009,False,False
1360,-0.03906369209289551,False,False
1440,-0.03819534182548523,False,False
1520,-0.04156579077243805,False,False
1600,-0.05516043305397034,False,False
1680,-0.014211893081665039,False,False
1760,0.013952568173408508,False,False
1840,0.0018399357795715332,False,False
1920,-0.014140009880065918,False,False
2000,-0.024361833930015564,False,False
2080,-0.014789462089538574,False,False
2160,-0.05466236174106598,False,False
2240,-0.045838236808776855,False,False
2320,-0.048888206481933594,False,False
2400,-0.05524712800979614,False,False
2480,-0.027080416679382324,False,False
2560,-0.013533860445022583,False,False
2640,-0.029870688915252686,False,False
2720,-0.03735819458961487,False,False
2800,-0.02423839271068573,False,False
2880,-0.034624338150024414,False,False
2960,-0.036385759711265564,False,False
3040,-0.033027708530426025,False,False
3120,-0.03256544470787048,False,False
3200,-0.046480849385261536,False,False
3280,-0.03670002520084381,False,False
3360,-0.040458858013153076,False,False
3440,-0.03275160491466522,False,False
3520,-0.06257535517215729,False,False
3600,-0.05859197676181793,False,False
3680,-0.039168521761894226,False,False
3760,-0.03440122306346893,False,False
3840,-0.053223639726638794,False,False
3920,-0.05299347639083862,False,False
4000,-0.05674959719181061,False,False
4080,-0.04748314619064331,False,False
4160,-0.039201974868774414,False,False
4240,-0.05914825201034546,False,False
4320,-0.05645360052585602,False,False
4400,-0.05137765407562256,False,False
4480,-0.05240282416343689,False,False
4560,-0.045116767287254333,False,False
4640,-0.0651666522026062,False,False
4720,-0.06551043689250946,False,False
4800,-0.06753823161125183,False,False
4880,-0.0662907063961029,False,False
4960,-0.06821739673614502,False,False
5040,-0.057003095746040344,False,False
5120,-0.05584031343460083,False,False
5200,-0.05493180453777313,False,False
5280,-0.05236184597015381,False,False
5360,-0.06782132387161255,False,False
5440,-0.0682760626077652,False,False
5520,-0.06916922330856323,False,False
5600,-0.05922529101371765,False,False
5680,-0.05641309916973114,False,False
5760,-0.07015924155712128,False,False
5840,-0.06989426910877228,False,False
5920,-0.06765611469745636,False,False
6000,-0.0701901763677597,False,False
6080,-0.07195237278938293,False,False
6160,-0.06458553671836853,False,False
6240,-0.06062188744544983,False,False
6320,-0.059538647532463074,False,False
6400,-0.07093742489814758,False,False
6480,-0.06975317001342773,False,False
6560,-0.07000523805618286,False,False
6640,-0.07099044322967529,False,False
6720,-0.07210421562194824,False,False
6800,-0.06714111566543579,False,False
6880,-0.06824739277362823,False,False
6960,-0.06910218298435211,False,False
7040,-0.06569311022758484,False,False
7120,-0.06774090230464935,False,False
7200,-0.07019142806529999,False,False
7280,-0.07034452259540558,False,False
7360,-0.0724724531173706,False,False
7440,-0.07411918044090271,False,False
7520,-0.07328753173351288,False,False
7600,-0.07092180848121643,False,False
7680,-0.07128393650054932,False,False
7760,-0.07522726058959961,False,False
7840,-0.07471665740013123,False,False
7920,-0.07468630373477936,False,False
8000,-0.07415662705898285,False,False
8080,-0.07529348134994507,False,False
8160,-0.07576128840446472,False,False
8240,-0.07305075228214264,False,False
8320,-0.07297486066818237,False,False
8400,-0.07168971002101898,False,False
8480,-0.07300081849098206,False,False
8560,-0.07434077560901642,False,False
8640,-0.07415969669818878,False,False
8720,-0.07290206849575043,False,False
8800,-0.07337912917137146,False,False
8880,-0.07352451980113983,False,False
8960,-0.07519550621509552,False,False
9040,-0.07398894429206848,False,False
9120,-0.07570016384124756,False,False
9200,-0.07492735981941223,False,False
9280,-0.07511293888092041,False,False
9360,-0.07652564346790314,False,False
9440,-0.07680372893810272,False,False
9520,-0.07662320137023926,False,False
9600,-0.0766029953956604,False,False
9680,-0.07727321982383728,False,False
9760,-0.07635287940502167,False,False
9840,-0.07681335508823395,False,False
9920,-0.0763409435749054,False,False
10000,-0.07646505534648895,False,False
10080,-0.07631747424602509,False,False
10160,-0.07679906487464905,False,False
10240,-0.07676233351230621,False,False
